name,manufacturer,price,interfaceType,,formFactor,protocol,capacity,capacityGBs,isNVMe,URL
PNY CS2111,PNY,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/h6hj4D/pny-internal-hard-drive-ssd7cs2111240rb
PNY CS2111,PNY,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/HvKhP6/pny-internal-hard-drive-ssd7cs2111480rb
OCZ Talos 2 C,OCZ,N/A,SAS 6.0 Gb/s,,"2.5""",N/A,480 GB,480,FALSE,https://pcpartpicker.com/product/yr3RsY/ocz-internal-hard-drive-tl2csak2g2m1x0480
ADATA S510,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,60 GB,60,FALSE,https://pcpartpicker.com/product/TYxfrH/a-data-internal-hard-drive-as510s360gmc
OWC Aura Pro IV,OWC,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/4TwD4D/owc-aura-pro-iv-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-sp4p8t1pt04
Intel 525,Intel,N/A,mSATA,,mSATA,SATA,90 GB,90,FALSE,https://pcpartpicker.com/product/vTGkcf/intel-internal-hard-drive-ssdmceac090b301
OCZ RevoDrive 3 Max IOPS,OCZ,N/A,PCIe x4,,PCIe,NVMe,480 GB,480,TRUE,https://pcpartpicker.com/product/GP4gXL/ocz-internal-hard-drive-rvd3mifhpx4480g
OWC Aura Pro IV,OWC,N/A,M.2 PCIe 4.0 X4,,M.2-2242,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/nV3WGX/owc-aura-pro-iv-2-tb-m2-2242-pcie-40-x4-nvme-solid-state-drive-sp4p4t2pt02
OWC Aura Pro IV,OWC,N/A,M.2 PCIe 4.0 X4,,M.2-2242,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/NV3WGX/owc-aura-pro-iv-4-tb-m2-2242-pcie-40-x4-nvme-solid-state-drive-sp4p4t2pt04
OWC Aura Ultra IV,OWC,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/GFfV3C/owc-aura-ultra-iv-4-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-s3dig3p4t40
Plextor M8VG,Plextor,N/A,M.2 SATA,,M.2-2280,SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/gc8j4D/plextor-m8vg-256-gb-m2-2280-solid-state-drive-px-256m8vg
Timetec 35TTQNM2SATA,Timetec,N/A,M.2 SATA,,M.2-2280,SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/WQxxFT/timetec-35ttqnm2sata-256-gb-m2-2280-sata-solid-state-drive-35ttqnm2sata-256gb
Mushkin Chronos,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,90 GB,90,FALSE,https://pcpartpicker.com/product/LcXfrH/mushkin-internal-hard-drive-mknssdcr90gb
OCZ Octane,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/wYxfrH/ocz-internal-hard-drive-oct125sat3128g
Mushkin ECO2,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/VnnG3C/mushkin-internal-hard-drive-mknssdec120gb
Mushkin Chronos Deluxe,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/L6Gkcf/mushkin-internal-hard-drive-mknssdcr480gbdx7
Mushkin MKNSSDED2TB-D8,Mushkin,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/kGsV3C/mushkin-mknssded2tb-d8-2-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-mknssded2tb-d8
Mushkin ECO2,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,60 GB,60,FALSE,https://pcpartpicker.com/product/t6X2FT/mushkin-internal-hard-drive-mknssdec60gb
Intel DC S3710,Intel,$460.13+,SATA 6.0 Gb/s,,"2.5""",SATA,800 GB,800,FALSE,https://pcpartpicker.com/product/pDBTwP/intel-dc-s3710-800-gb-25-solid-state-drive-ssdsc2ba800g4
OCZ Octane,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/VBK7YJ/ocz-internal-hard-drive-oct125sat3256g
SanDisk X300S,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/zM8H99/sandisk-internal-hard-drive-sd7ub3q256g1022
Seagate Nytro Enterprise,Seagate,N/A,SAS 12.0 Gb/s,,"2.5""",N/A,800 GB,800,FALSE,https://pcpartpicker.com/product/tTQG3C/seagate-nytro-enterprise-800-gb-25-solid-state-drive-xs800le10003
OCZ Strata,OCZ,N/A,mSATA,,mSATA,SATA,30 GB,30,FALSE,https://pcpartpicker.com/product/bwBv6h/ocz-internal-hard-drive-strmsata30g
OCZ Strata,OCZ,N/A,mSATA,,mSATA,SATA,60 GB,60,FALSE,https://pcpartpicker.com/product/WfW9TW/ocz-internal-hard-drive-strmsata60g
Corsair Neutron,Corsair,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/JFR48d/corsair-internal-hard-drive-cssdn64gb3bk
Seagate Nytro Enterprise,Seagate,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1.92 TB,1920,FALSE,https://pcpartpicker.com/product/Mtzkcf/seagate-nytro-enterprise-192-tb-25-solid-state-drive-xa1920le10083
VisionTek DLX,VisionTek,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/3DzXsY/visiontek-dlx-1-tb-25-solid-state-drive-901337
Micron M600,Micron,N/A,mSATA,,mSATA,SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/b8KhP6/micron-internal-hard-drive-mtfddat256mbf1a
Mushkin Chronos,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,180 GB,180,FALSE,https://pcpartpicker.com/product/4BK7YJ/mushkin-internal-hard-drive-mknssdcr180gb
ADATA S510,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/fFV48d/a-data-internal-hard-drive-as510s3120gmo
Leven JS600,Leven,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,4 TB,4000,FALSE,https://pcpartpicker.com/product/DMstt6/leven-js600-4-tb-25-solid-state-drive-js600ssd4tb
OCZ Octane,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/XYxfrH/ocz-internal-hard-drive-oct125sat3512g
Leven JP600,Leven,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,512 GB,512,TRUE,https://pcpartpicker.com/product/8yhFf7/leven-jp600-512-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-jp600-512gb
Crucial M4,Crucial,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/92dqqs/crucial-internal-hard-drive-ct064m4ssd2baa
Crucial M4,Crucial,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/mmtCmG/crucial-internal-hard-drive-ct512m4ssd1
Micron M600,Micron,N/A,mSATA,,mSATA,SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/ZZ8H99/micron-internal-hard-drive-mtfddat128mbf1a
Crucial M4,Crucial,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/2WphP6/crucial-internal-hard-drive-ct064m4ssd1
Crucial M4,Crucial,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/bTLypg/crucial-internal-hard-drive-ct128m4ssd1
OCZ Petrol,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/Z9MFf7/ocz-internal-hard-drive-ptl125sat3128g
OCZ Vector 180,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/K3FXsY/ocz-internal-hard-drive-vtr18025sat3240g
OCZ Vector 180,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/mr7CmG/ocz-internal-hard-drive-vtr18025sat3480g
Corsair Neutron GTX,Corsair,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/sch9TW/corsair-internal-hard-drive-cssdn480gbgtxbbk
OCZ RevoDrive 3 Max IOPS,OCZ,N/A,PCIe x4,,PCIe,NVMe,120 GB,120,TRUE,https://pcpartpicker.com/product/JpTmP6/ocz-internal-hard-drive-rvd3mifhpx4120g
OCZ Vector 180,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/9ccMnQ/ocz-internal-hard-drive-vtr18025sat3960g
TEAMGROUP T-Force Delta R RGB,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/mJKKHx/teamgroup-t-force-delta-r-rgb-1-tb-25-solid-state-drive-t253tr001t3c315
Mushkin ALPHA,Mushkin,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/qnZzK8/mushkin-alpha-4-tb-m2-2280-nvme-solid-state-drive-mknssdal4tb-d8
OWC Mercury Electra,OWC,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/28KhP6/owc-mercury-electra-120-gb-25-solid-state-drive-owcssd7e6g120
TEAMGROUP T-Force Delta R RGB,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/xPC48d/teamgroup-t-force-delta-r-rgb-1-tb-25-solid-state-drive-t253tr001t3c415
TEAMGROUP T-Force Delta S RGB,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/bxwypg/teamgroup-t-force-delta-s-rgb-500-gb-25-solid-state-drive-t253tr500g3c312
TEAMGROUP T-Force Delta S RGB,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/WwWzK8/teamgroup-t-force-delta-s-rgb-1-tb-25-solid-state-drive-t253tr001t3c312
TEAMGROUP T-Force Cardea A440 Pro Special Series,TEAMGROUP,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,4 TB,4000,TRUE,https://pcpartpicker.com/product/BWkWGX/teamgroup-t-force-cardea-a440-pro-special-series-4-tb-m2-2280-nvme-solid-state-drive-tm8fpy004t0c129
TEAMGROUP T-Force Cardea Ceramic C440,TEAMGROUP,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/nKwypg/teamgroup-t-force-cardea-ceramic-c440-2-tb-m2-2280-nvme-solid-state-drive-tm8fpa002t0c410
OCZ Deneva 2,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,180 GB,180,FALSE,https://pcpartpicker.com/product/P6CwrH/ocz-internal-hard-drive-d2cstk181m110180
TEAMGROUP T-Force Cardea Liquid,TEAMGROUP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/LHcG3C/teamgroup-t-force-cardea-liquid-256-gb-m2-2280-nvme-solid-state-drive-tm8fp5256g0c119
TEAMGROUP T-Force Cardea Zero,TEAMGROUP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,240 GB,240,TRUE,https://pcpartpicker.com/product/GNt9TW/teamgroup-t-force-cardea-zero-240-gb-m2-2280-nvme-solid-state-drive-tm8fp2240g0c111
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/DTKKHx/teamgroup-t-force-delta-tuf-gaming-alliance-rgb-500-gb-25-solid-state-drive-t253tt500g3c313
TEAMGROUP T-Force Delta S TUF Gaming RGB,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/cjTp99/teamgroup-t-force-delta-s-tuf-gaming-rgb-500-gb-25-solid-state-drive-t253st500g3c312
Crucial M4,Crucial,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/dMh9TW/crucial-internal-hard-drive-ct512m4ssd1cca
Klevv CRAS C920,Klevv,N/A,M.2 PCIe 4.0 X4,,M.2-2280,NVMe,2 TB,2000,TRUE,https://pcpartpicker.com/product/2fwypg/klevv-cras-c920-2-tb-m2-2280-nvme-solid-state-drive-k02tbm2sp0-c92
Klevv NEO N610,Klevv,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/W7VmP6/klevv-neo-n610-512-gb-25-solid-state-drive-k512gssds3-n61
Corsair Force LS,Corsair,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/jnnG3C/corsair-internal-hard-drive-cssdf120gblsb
Intel 750,Intel,N/A,PCIe x4,,PCIe,NVMe,400 GB,400,TRUE,https://pcpartpicker.com/product/GJVBD3/intel-internal-hard-drive-ssdpedmw400g4r5
Intel 750,Intel,N/A,PCIe x4,,PCIe,NVMe,1.2 TB,1200,TRUE,https://pcpartpicker.com/product/MCyxFT/intel-internal-hard-drive-ssdpedmw012t4r5
OCZ D2CSTK251M3T-0120,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/wYrcCJ/ocz-internal-hard-drive-d2cstk251m3t0120
Klevv NEO N500,Klevv,N/A,M.2 SATA,,M.2-2280,SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/CvrRsY/klevv-neo-n500-120-gb-m2-2280-solid-state-drive-d120gac-n500
Klevv NEO N500,Klevv,N/A,M.2 SATA,,M.2-2280,SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/cPC48d/klevv-neo-n500-240-gb-m2-2280-solid-state-drive-d240gac-n500
Klevv NEO N600,Klevv,N/A,M.2 SATA,,M.2-2280,SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/J2PQzy/klevv-neo-n600-120-gb-m2-2280-solid-state-drive-d120gac-n600
Klevv NEO N600,Klevv,N/A,M.2 SATA,,M.2-2280,SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/vCTp99/klevv-neo-n600-240-gb-m2-2280-solid-state-drive-d240gac-n600
Klevv NEO N600,Klevv,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/hxwypg/klevv-neo-n600-120-gb-25-solid-state-drive-d120gaa-n600
Klevv NEO N600,Klevv,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/HLGbt6/klevv-neo-n600-240-gb-25-solid-state-drive-d240gaa-n600
Klevv NEO N600,Klevv,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/pJKKHx/klevv-neo-n600-480-gb-25-solid-state-drive-d480gaa-n600
Klevv URBANE,Klevv,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/gNt9TW/klevv-urbane-480-gb-25-solid-state-drive-d480gaa-ur
Klevv URBANE,Klevv,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/qX8bt6/klevv-urbane-960-gb-25-solid-state-drive-d960gaa-ur
Axiom Signature III,Axiom,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/RCxfrH/axiom-internal-hard-drive-ssd25a32120ax
Axiom Signature III,Axiom,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/9yMFf7/axiom-internal-hard-drive-ssd25a32240ax
OWC Aura Ultra III,OWC,$114.99+,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,960 GB,960,TRUE,https://pcpartpicker.com/product/7TRnTW/owc-aura-ultra-iii-960-gb-m2-2280-pcie-30-x4-nvme-solid-state-drive-s3dn3p2t10
OWC Mercury Extreme Pro 6G,OWC,$89.99 ,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/mgHp99/owc-mercury-extreme-pro-6g-480-gb-25-solid-state-drive-s3d7p6g480
OWC Mercury Extreme Pro 6G,OWC,$349.99+,SATA 6.0 Gb/s,,"2.5""",SATA,2 TB,2000,FALSE,https://pcpartpicker.com/product/x6dMnQ/owc-mercury-extreme-pro-6g-2-tb-25-solid-state-drive-s3d7p6gs20
VisionTek 901409,VisionTek,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,8 TB,8000,FALSE,https://pcpartpicker.com/product/RHD7YJ/visiontek-901409-8-tb-25-solid-state-drive-901409
Plextor M3,Plextor,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,512 GB,512,FALSE,https://pcpartpicker.com/product/RHH323/plextor-internal-hard-drive-px512m3
Plextor M3,Plextor,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/bdkD4D/plextor-internal-hard-drive-px64m3
XOC Nitro,XOC,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/N32j4D/xoc-nitro-128-gb-25-solid-state-drive-xcnts128g
XOC Nitro,XOC,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/Lttkcf/xoc-nitro-256-gb-25-solid-state-drive-xcnts256g
V7 S6000,V7,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,250 GB,250,FALSE,https://pcpartpicker.com/product/tNzFf7/v7-s6000-250-gb-25-solid-state-drive-v7s600025-250
V7 S6000,V7,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/gC848d/v7-s6000-500-gb-25-solid-state-drive-v7s600025-500
Seagate 1200.2,Seagate,N/A,SAS 12.0 Gb/s,,"2.5""",N/A,800 GB,800,FALSE,https://pcpartpicker.com/product/GyYLrH/seagate-12002-800-gb-25-solid-state-drive-st800fm0213
Corsair Force LS,Corsair,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/kjcMnQ/corsair-internal-hard-drive-cssdf960gblsb
ADATA Premier Pro SP920,ADATA,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,1 TB,1000,FALSE,https://pcpartpicker.com/product/ZFdFf7/a-data-internal-hard-drive-asp920ss31tmc
OCZ Talos 2 R,OCZ,N/A,SAS 6.0 Gb/s,,"2.5""",N/A,400 GB,400,FALSE,https://pcpartpicker.com/product/hC3RsY/ocz-internal-hard-drive-tl2rsak2g2m1x0400
OCZ Petrol,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/bG8Zxr/ocz-internal-hard-drive-ptl125sat364g
OCZ Octane,OCZ,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/Wjzv6h/ocz-internal-hard-drive-oct125sat264g
OCZ Octane,OCZ,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/6P4gXL/ocz-internal-hard-drive-oct125sat2128g
Verbatim Verbatim SATA II,Verbatim,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/zG8Zxr/verbatim-internal-hard-drive-47370
Verbatim Verbatim SATA II,Verbatim,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/B7xfrH/verbatim-internal-hard-drive-47371
Verbatim Verbatim SATA II,Verbatim,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,128 GB,128,FALSE,https://pcpartpicker.com/product/Zjzv6h/verbatim-internal-hard-drive-47478
Verbatim Verbatim SATA II,Verbatim,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,64 GB,64,FALSE,https://pcpartpicker.com/product/Y8V48d/verbatim-internal-hard-drive-47477
Verbatim Verbatim SATA II,Verbatim,N/A,SATA 3.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/4wBv6h/verbatim-internal-hard-drive-47475
Mushkin Chronos,Mushkin,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/fRdqqs/mushkin-internal-hard-drive-mknssdcr480gb
Intel 520,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,60 GB,60,FALSE,https://pcpartpicker.com/product/Gth9TW/intel-internal-hard-drive-ssdsc2cw060a3k5
Intel 520,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/DfW9TW/intel-internal-hard-drive-ssdsc2cw120a3k5
Intel 520,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,180 GB,180,FALSE,https://pcpartpicker.com/product/CqvRsY/intel-internal-hard-drive-ssdsc2cw180a310
Intel 520,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/RRdqqs/intel-internal-hard-drive-ssdsc2cw240a310
TEAMGROUP T-Force Delta RGB,TEAMGROUP,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/DQBTwP/team-t-force-delta-rgb-500gb-25-solid-state-drive-t253tr500g3c413
Kingston DC1000M,Kingston,N/A,U.2,,"2.5""",NVMe,3.84 TB,3840,TRUE,https://pcpartpicker.com/product/67XJ7P/kingston-dc1000m-384-tb-25-solid-state-drive-sedc1000m3840g
OCZ Radeon R7,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/hm8H99/ocz-internal-hard-drive-radeonr7ssd120g
OCZ Radeon R7,OCZ,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/H8KhP6/ocz-internal-hard-drive-radeonr7ssd480g
Kingston SSDNow KC310,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/7GfmP6/kingston-internal-hard-drive-skc310s37a960g
Kingston SSDNow KC300,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/MRZQzy/kingston-internal-hard-drive-skc300s37a480g
VisionTek 900831,VisionTek,N/A,M.2 SATA,,M.2-2280,SATA,500 GB,500,FALSE,https://pcpartpicker.com/product/C37v6h/visiontek-500-gb-m2-2280-solid-state-drive-900831
VisionTek PRO,VisionTek,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/cWF48d/visiontek-pro-240-gb-25-solid-state-drive-901167
HP Z Turbo Drive G2,HP,N/A,PCIe x4,,PCIe,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/yvXnTW/hp-z-turbo-drive-g2-256-gb-pci-e-nvme-solid-state-drive-m1f73at
Intel 535,Intel,$109.99+,SATA 6.0 Gb/s,,"2.5""",SATA,180 GB,180,FALSE,https://pcpartpicker.com/product/xxYWGX/intel-internal-hard-drive-ssdsc2bw180h601
SanDisk CloudSpeed Ultra Gen. II,SanDisk,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,800 GB,800,FALSE,https://pcpartpicker.com/product/twdxFT/sandisk-cloudspeed-ultra-gen-ii-800-gb-25-solid-state-drive-sdlf1dam-800g-1ha1
Intel Pro 7600p,Intel,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,128 GB,128,TRUE,https://pcpartpicker.com/product/qD97YJ/intel-pro-7600p-128-gb-m2-2280-nvme-solid-state-drive-ssdpekkf128g8x1
Intel DC S3110,Intel,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,256 GB,256,FALSE,https://pcpartpicker.com/product/FBkj4D/intel-dc-s3110-256-gb-25-solid-state-drive-ssdsc2ki256g801
Patriot Mac Series XT,Patriot,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/zs2kcf/patriot-internal-hard-drive-paxt240gs25ssdr
Patriot Mac Series XT,Patriot,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,60 GB,60,FALSE,https://pcpartpicker.com/product/T3xfrH/patriot-internal-hard-drive-paxt60gs25ssdr
Patriot Mac Series XT,Patriot,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/ZP4gXL/patriot-internal-hard-drive-paxt120gs25ssdr
HP Z Turbo Drive PCIe,HP,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/9sDJ7P/hp-z-turbo-drive-pcie-256-gb-m2-2280-nvme-solid-state-drive-v3k66utaba
Kingston Savage,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/yHNypg/kingston-internal-hard-drive-shss37a120g
Kingston Savage,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,960 GB,960,FALSE,https://pcpartpicker.com/product/Jpbkcf/kingston-internal-hard-drive-shss37a960g
Kingston SHSS3B7A/480G Bundle,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,480 GB,480,FALSE,https://pcpartpicker.com/product/7M8H99/kingston-internal-hard-drive-shss3b7a480g
Kingston SHSS3B7A/240G Bundle,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,240 GB,240,FALSE,https://pcpartpicker.com/product/Vf8H99/kingston-internal-hard-drive-shss3b7a240g
Kingston SHSS3B7A/120G Bundle,Kingston,N/A,SATA 6.0 Gb/s,,"2.5""",SATA,120 GB,120,FALSE,https://pcpartpicker.com/product/m2RFf7/kingston-internal-hard-drive-shss3b7a120g
Hitachi S800 S846,Hitachi,N/A,SAS 6.0 Gb/s,,"2.5""",N/A,1.6 TB,1600,FALSE,https://pcpartpicker.com/product/8Ps8TW/hitachi-internal-hard-drive-0t00159
Intel DC P3100,Intel,N/A,M.2 PCIe 3.0 X4,,M.2-2280,NVMe,256 GB,256,TRUE,https://pcpartpicker.com/product/XgGxFT/intel-dc-p3100-256-gb-m2-2280-nvme-solid-state-drive-ssdpekka256g701
OCZ RevoDrive 3 X2 Max IOPS,OCZ,N/A,PCIe x4,,PCIe,NVMe,480 GB,480,TRUE,https://pcpartpicker.com/product/7HH323/ocz-internal-hard-drive-rvd3mix2fhpx4480g
