name,price,manufacturer,interfaceType,requiredPowerConnectors,LengthMm,CaseExpansionSlotWidth,TotalSlotWidth,GraphicsProcessor,VramGBs,MemoryType,CoreClockMHz,BoostClockMHz,TdpWatts,Color,CoolingType,HdmiPortCount,DisplayPortCount,profile,URL
Zotac GAMING Trinity,$1895.00+,Zotac,PCIe x16,1 x PCIe 16-pin 12VHPWR,307,2,3,GeForce RTX 4080 SUPER,16,GDDR6X,2210,2550,320,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/Gy7scf/zotac-gaming-trinity-geforce-rtx-4080-super-16-gb-video-card-zt-d40820d-10p
Acer Nitro OC,$819.96 ,Acer,PCIe x16,2 x PCIe 8-pin,297,2,3,Radeon RX 9070,16,GDDR6,2070,2700,245,Black / Silver,3 Fans,0,3,Standard,https://pcpartpicker.com/product/2cG2FT/acer-nitro-oc-radeon-rx-9070-16-gb-video-card-dpz4ewwp01
NVIDIA Founders Edition,$839.99+,NVIDIA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,267,2,2,GeForce RTX 2080 SUPER,8,GDDR6,1650,1815,250,Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/RqkgXL/nvidia-geforce-rtx-2080-super-8-gb-founders-edition-video-card-900-1g180-2540-000
Zotac GAMING AMP,$319.99 ,Zotac,PCIe x16,1 x PCIe 8-pin,220,2,2,GeForce RTX 5060,8,GDDR7,2280,2550,155,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/7LwD4D/zotac-gaming-amp-geforce-rtx-5060-8-gb-video-card-zt-b50600f-10m
Gigabyte GAMING OC,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,282,2,2,GeForce RTX 3060 12GB,12,GDDR6,1320,1837,170,Black / Silver,3 Fans,2,2,Standard,https://pcpartpicker.com/product/MXH7YJ/gigabyte-gaming-oc-geforce-rtx-3060-12gb-12-gb-video-card-gv-n3060gamingoc12gd
MSI VENTUS 2X PLUS,$469.99 ,MSI,PCIe x16,1 x PCIe 8-pin,227,2,2,GeForce RTX 5060 Ti,16,GDDR7,2410,2587,180,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Fp3WGX/msi-ventus-2x-plus-geforce-rtx-5060-ti-16-gb-video-card-rtx-5060-ti-16g-ventus-2x-plus
Gigabyte GV-R9070XTGAMING-16GD,$831.20 ,Gigabyte,PCIe x16,3 x PCIe 8-pin,288,2,3,Radeon RX 9070 XT,16,GDDR6,2400,2970,304,Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/skHp99/gigabyte-gv-r9070xtgaming-16gd-radeon-rx-9070-xt-16-gb-video-card-gv-r9070xtgaming-16gd
MSI GAMING,$335.00+,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,279,2,2,GeForce GTX 1070 Ti,8,GDDR5,1607,1683,180,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/ZWnG3C/msi-geforce-gtx-1070-ti-8gb-video-card-gtx-1070-ti-gaming-8g
Gigabyte AERO OC,N/A,Gigabyte,PCIe x16,1 x PCIe 16-pin 12VHPWR,300,2,3,GeForce RTX 4070 Ti SUPER,16,GDDR6X,2340,2655,285,White / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/qjCZxr/gigabyte-aero-oc-geforce-rtx-4070-ti-super-16-gb-video-card-gv-n407tsaero-oc-16gd
Asus PRIME OC,$289.99 ,Asus,PCIe x16,1 x PCIe 8-pin,268,2,3,GeForce RTX 5050,8,GDDR6,2317,2707,130,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/bZWmP6/asus-prime-oc-geforce-rtx-5050-8-gb-video-card-prime-rtx5050-o8g
MSI GAMING X TRIO,$1245.00+,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,337,3,3,GeForce RTX 4070 Ti,12,GDDR6X,2310,2760,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/KWnypg/msi-gaming-x-trio-geforce-rtx-4070-ti-12-gb-video-card-rtx-4070-ti-gaming-x-trio-12g
Gigabyte EAGLE OC,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,242,2,2,GeForce RTX 3060 Ti,8,GDDR6,1410,1695,200,Black,2 Fans,2,2,Standard,https://pcpartpicker.com/product/WdpmP6/gigabyte-geforce-rtx-3060-ti-8-gb-eagle-oc-video-card-gv-n306teagle-oc-8gd
MSI VANGUARD SOC,"$1,499.99 ",MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,357,2,4,GeForce RTX 5080,16,GDDR7,2300,N/A,360,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/m8YfrH/msi-vanguard-soc-geforce-rtx-5080-16-gb-video-card-geforce-rtx-5080-16g-vanguard-soc
Inno3D X3 OC,"$1,432.95 ",Inno3D,PCIe x16,1 x PCIe 16-pin 12VHPWR,300,2,3,GeForce RTX 5080,16,GDDR7,2295,2640,360,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/BmqNnQ/inno3d-x3-oc-geforce-rtx-5080-16-gb-video-card-n50803-16d7x-17603930
MSI MECH 2X OC,$329.99 ,MSI,PCIe x16,1 x PCIe 8-pin,235,2,3,Radeon RX 6650 XT,8,GDDR6,2055,N/A,175,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/rfLFf7/msi-radeon-rx-6650-xt-8-gb-mech-2x-oc-video-card-radeon-rx-6650-xt-mech-2x-8g-oc
MSI GAMING X TRIO,$539.00+,MSI,PCIe x16,2 x PCIe 8-pin,323,2,3,GeForce RTX 3060 Ti,8,GDDR6,1410,1830,240,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/wnZzK8/msi-geforce-rtx-3060-ti-8-gb-gaming-x-trio-video-card-rtx-3060-ti-gaming-x-trio
Yeston Sakura,$729.00 ,Yeston,PCIe x16,2 x PCIe 8-pin,342,2,4,Radeon RX 9070 XT,16,GDDR6,2070,2700,304,White / Blue,3 Fans,1,3,Standard,https://pcpartpicker.com/product/L9nXsY/yeston-sakura-radeon-rx-9070-xt-16-gb-video-card-rx9070xt-16gd6-oc-sa
MSI GAMING X SLIM,$1195.00+,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,307,2,3,GeForce RTX 4070 SUPER,12,GDDR6X,1980,2655,220,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/JJZXsY/msi-gaming-x-slim-geforce-rtx-4070-super-12-gb-video-card-rtx-4070-super-12g-gaming-x-slim
Gigabyte EAGLE OC ICE,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,272,2,2,GeForce RTX 4060,8,GDDR6,1830,2505,115,White,3 Fans,2,2,Standard,https://pcpartpicker.com/product/PYsV3C/gigabyte-eagle-oc-ice-geforce-rtx-4060-8-gb-video-card-gv-n4060eagleoc-ice-8gd
Asus ROG STRIX,$669.99+,Asus,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,298,2,2,GeForce GTX 1080,8,GDDR5X,1670,1835,180,Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/v34NnQ/asus-geforce-gtx-1080-8gb-rog-strix-video-card-rog-strix-gtx1080-a8g-gaming
GALAX (1-click OC),N/A,GALAX,PCIe x16,1 x PCIe 16-pin 12VHPWR,240,2,2,GeForce RTX 5070,12,GDDR7,2160,N/A,250,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/rqRnTW/galax-1-click-oc-geforce-rtx-5070-12-gb-video-card-57non7mdbroc
Gigabyte Vision OC,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,286,2,3,GeForce RTX 3070,8,GDDR6,1500,1815,220,Silver,3 Fans,2,2,Standard,https://pcpartpicker.com/product/bgvqqs/gigabyte-geforce-rtx-3070-8-gb-vision-oc-video-card-gv-n3070visionoc-8gd
AMD RADEON PRO WX 7100,$200.99+,AMD,PCIe x16,1 x PCIe 6-pin,242,1,1,Radeon Pro WX 7100,8,GDDR5,900,1080,150,Blue,1 Fan,0,4,Standard,https://pcpartpicker.com/product/hYwqqs/amd-radeon-pro-wx-7100-8gb-video-card-radeon-pro-wx-7100
MSI GAMING X,$445.00+,MSI,PCIe x16,1 x PCIe 8-pin,277,2,2,GeForce GTX 1060 6GB,6,GDDR5,1506,1809,120,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/JVWrxr/msi-geforce-gtx-1060-6gb-gaming-x-video-card-geforce-gtx-1060-gaming-x-6g
NVIDIA 9001G4012510000,N/A,NVIDIA,PCIe x16,2 x PCIe 6-pin,267,2,2,GeForce GTX 970,4,GDDR5,1050,1178,145,Black / Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/Fqs8TW/nvidia-video-card-9001g4012510000
Asus DUAL OC V2,N/A,Asus,PCIe x16,1 x PCIe 6-pin,200,2,2,GeForce RTX 3050 8GB,8,GDDR6,1550,1852,130,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/ZPP8TW/asus-dual-oc-v2-geforce-rtx-3050-8gb-8-gb-video-card-dual-rtx3050-o8g-v2
MSI GAMING Z TRIO,N/A,MSI,PCIe x16,3 x PCIe 8-pin,323,2,3,GeForce RTX 3080 10GB LHR,10,GDDR6X,1440,1830,370,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/MXYmP6/msi-geforce-rtx-3080-lhr-10-gb-gaming-z-trio-video-card-rtx-3080-gaming-z-trio-10g-lhr
MSI GAMING X,$269.99+,MSI,PCIe x16,1 x PCIe 6-pin,229,2,2,GeForce GTX 1050 Ti,4,GDDR5,1290,1493,75,Black / Red,2 Fans,1,1,Standard,https://pcpartpicker.com/product/H97CmG/msi-geforce-gtx-1050-ti-4-gb-gaming-x-4g-video-card-gtx-1050-ti-gaming-x-4g
MSI ARMOR OC,$465.99 ,MSI,PCIe x16,1 x PCIe 8-pin,269,2,2,Radeon RX 580,8,GDDR5,1257,1366,185,Black / White,2 Fans,2,2,Standard,https://pcpartpicker.com/product/TTfmP6/msi-radeon-rx-580-8gb-armor-oc-video-card-rx-580-armor-8g-oc
Zotac GAMING AMP,N/A,Zotac,PCIe x16,2 x PCIe 8-pin,232,2,2,GeForce RTX 3060 12GB,12,GDDR6,1320,1867,170,White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/DXH7YJ/zotac-geforce-rtx-3060-12-gb-gaming-amp-video-card-zt-a30600f-10p
Zotac GAMING Twin Edge,N/A,Zotac,PCIe x16,1 x PCIe 8-pin,222,2,2,GeForce RTX 3060 Ti LHR,8,GDDR6,1410,1665,200,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/npRYcf/zotac-geforce-rtx-3060-ti-lhr-8-gb-gaming-twin-edge-video-card-zt-a30610e-10mlhr
Zotac GAMING Twin Edge OC,"$1,041.99 ",Zotac,PCIe x16,1 x PCIe 16-pin 12VHPWR,234,2,2,GeForce RTX 4070 SUPER,12,GDDR6X,1980,2490,220,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Y39wrH/zotac-gaming-twin-edge-oc-geforce-rtx-4070-super-12-gb-video-card-zt-d40720h-10m
MSI VANGUARD SOC,$899.99 ,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,357,2,4,GeForce RTX 5070 Ti,16,GDDR7,2300,2602,300,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/P6sMnQ/msi-vanguard-soc-geforce-rtx-5070-ti-16-gb-video-card-geforce-rtx-5070-ti-16g-vanguard-soc
EVGA FTW3 ULTRA GAMING,$1799.99+,EVGA,PCIe x16,1 x PCIe 16-pin 12VHPWR,300,2,4,GeForce RTX 3090 Ti,24,GDDR6X,1560,1920,450,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/HdPQzy/evga-geforce-rtx-3090-ti-24-gb-ftw3-ultra-gaming-video-card-24g-p5-4985-kr
Sparkle ORC OC,N/A,Sparkle,PCIe x16,2 x PCIe 8-pin,222,2,2,Arc A580,8,GDDR6,1700,2000,175,Blue / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/6trqqs/sparkle-orc-oc-arc-a580-8-gb-video-card-sa580c-8goc
