name,price,manufacturer,interfaceType,requiredPowerConnectors,LengthMm,CaseExpansionSlotWidth,TotalSlotWidth,GraphicsProcessor,VramGBs,MemoryType,CoreClockMHz,BoostClockMHz,TdpWatts,Color,CoolingType,HdmiPortCount,DisplayPortCount,profile,URL
MSI R7 250 2GD3 OC,N/A,MSI,PCIe x16,None,110,2,2,Radeon R7 250,2,DDR3,1050,1100,65,Black / Blue,1 Fan,1,0,Standard,https://pcpartpicker.com/product/gbqdnQ/msi-video-card-r72502gd3oc
MSI GAMING,N/A,MSI,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,266,2,2,GeForce GTX 780 Ti,3,GDDR5,1020,1085,250,Black / Red,2 Fans,1,1,Standard,https://pcpartpicker.com/product/LWxfrH/msi-video-card-gtx780tigaming
EVGA Superclocked,N/A,EVGA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,266,2,2,GeForce GTX Titan Black,6,GDDR5,967,1072,250,Black / Silver,1 Fan,1,1,Standard,https://pcpartpicker.com/product/9gR48d/evga-video-card-06gp43791kr
XFX Core Edition,N/A,XFX,PCIe x16,2 x PCIe 8-pin,305,2,2,Radeon R9 295X2,8,GDDR5,1018,N/A,500,Black / Silver,120 mm Radiator + 1 Fan,0,4,Standard,https://pcpartpicker.com/product/KxDwrH/xfx-video-card-r9295x8qfa
Zotac AMP,N/A,Zotac,PCIe x16,2 x PCIe 6-pin,278,2,2,GeForce GTX 980,4,GDDR5,1165,1266,165,Black / Orange,3 Fans,1,3,Standard,https://pcpartpicker.com/product/KgX2FT/zotac-video-card-zt9020410p
Gigabyte GV-N970IXOC-4GD,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,170,2,2,GeForce GTX 970,4,GDDR5,1076,1216,145,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/Kqs8TW/gigabyte-video-card-gvn970ixoc4gd
Gigabyte GV-N960IXOC-2GD,N/A,Gigabyte,PCIe x16,1 x PCIe 6-pin,170,2,2,GeForce GTX 960,2,GDDR5,1165,1228,120,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/YxrcCJ/gigabyte-video-card-gvn960ixoc2gd
EVGA FTW+ ACX 2.0+,N/A,EVGA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,257,2,2,GeForce GTX 970,4,GDDR5,1216,1367,145,Black / Blue,2 Fans,1,3,Standard,https://pcpartpicker.com/product/96hj4D/evga-video-card-04gp43978kr
Gigabyte GV-NTITANXD5-12GD-B,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,282,2,2,GeForce GTX Titan X,12,GDDR5,1000,1075,250,Black / Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/n7hj4D/gigabyte-video-card-gvntitanxd512gdb
Zotac AMP,N/A,Zotac,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,315,2,2,GeForce GTX 980 Ti,6,GDDR5,1051,1140,250,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/yvnG3C/zotac-video-card-zt9050310p
Asus R7360-OC-2GD5,N/A,Asus,PCIe x16,1 x PCIe 6-pin,220,2,2,Radeon R7 360,2,GDDR5,1070,N/A,100,Black / Red,2 Fans,1,1,Standard,https://pcpartpicker.com/product/4FtWGX/asus-video-card-r7360oc2gd5
Gigabyte GV-NX96T512H,N/A,Gigabyte,PCIe x16,1 x PCIe 6-pin,N/A,1,2,GeForce 9600 GT,0.5,GDDR3,650,N/A,95,Blue,1 Fan,0,0,Standard,https://pcpartpicker.com/product/nC648d/gigabyte-video-card-gvnx96t512h
MSI AERO,N/A,MSI,PCIe x16,1 x PCIe 8-pin,269,2,2,GeForce GTX 1080,8,GDDR5X,1607,1733,180,Black / Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/hntWGX/msi-video-card-geforcegtx1080aero8g
Asus Founders Edition,$338.00+,Asus,PCIe x16,1 x PCIe 8-pin,267,2,2,GeForce GTX 1070,8,GDDR5,1506,1683,150,Black / Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/zmrcCJ/asus-geforce-gtx-1070-8gb-founders-edition-video-card-gtx1070-8g
EVGA CLASSIFIED GAMING ACX 3.0,N/A,EVGA,PCIe x16,2 x PCIe 8-pin,267,2,2,GeForce GTX 1080,8,GDDR5X,1721,1860,180,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/KZJkcf/evga-geforce-gtx-1080-8gb-classified-gaming-acx-30-video-card-08g-p4-6386-kr
Palit JetStream,N/A,Palit,PCIe x16,1 x PCIe 6-pin,248,2,2,GeForce GTX 1060 6GB,6,GDDR5,1506,1708,120,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/7WtWGX/palit-geforce-gtx-1060-6gb-jetstream-video-card-ne51060015j9-1060j
Gainward 426018336-3712,N/A,Gainward,PCIe x16,1 x PCIe 6-pin,252,2,2,GeForce GTX 1060 6GB,6,GDDR5,1506,1708,120,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/29cMnQ/gainward-geforce-gtx-1060-6gb-video-card-426018336-3712
Gigabyte GAMING,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,232,2,2,Radeon RX 480,8,GDDR5,1120,1290,150,Black / Orange,2 Fans,1,3,Standard,https://pcpartpicker.com/product/W34NnQ/gigabyte-radeon-rx-480-8gb-g1-gaming-video-card-gv-rx480g1-gaming-8gd
Gigabyte GAMING,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,232,2,2,Radeon RX 480,4,GDDR5,1120,1290,150,Black / Orange,2 Fans,1,3,Standard,https://pcpartpicker.com/product/6898TW/gigabyte-radeon-rx-480-40gb-g1-gaming-video-card-gv-rx480g1-gaming-4gd
MSI ARMOR OCV1,N/A,MSI,PCIe x16,1 x PCIe 8-pin,275,2,2,GeForce GTX 1060 3GB,3,GDDR5,1544,1759,120,Black / White,2 Fans,2,2,Standard,https://pcpartpicker.com/product/zZQRsY/msi-geforce-gtx-1060-3gb-3gb-armor-ocv1-video-card-geforce-gtx-1060-armor-3g-ocv1
Sapphire 11251-10,N/A,Sapphire,PCIe x16,None,163,1,1,Radeon R7 350,2,GDDR5,925,N/A,65,Black / Blue,1 Fan,1,0,Standard,https://pcpartpicker.com/product/PCM323/sapphire-radeon-r7-350-2gb-video-card-11251-10
Asus Expedition OC,N/A,Asus,PCIe x16,None,212,2,2,GeForce GTX 1050,2,GDDR5,1404,1518,75,Black / Red,2 Fans,1,1,Standard,https://pcpartpicker.com/product/dJ2rxr/asus-geforce-gtx-1050-2gb-expedition-oc-video-card-ex-gtx1050-o2g
Asus ROG STRIX,N/A,Asus,PCIe x16,1 x PCIe 8-pin,240,2,2,Radeon RX 570,4,GDDR5,1168,1254,150,Black,2 Fans,1,1,Standard,https://pcpartpicker.com/product/3QQRsY/asus-radeon-rx-570-4gb-rog-strix-video-card-rog-strix-rx570-4g-gaming
Sapphire 21275-00-40G,N/A,Sapphire,PCIe x16,2 x PCIe 8-pin,283,2,2,Radeon RX VEGA 64,8,HBM2,1406,1677,345,Silver / Red,120 mm Radiator,1,3,Standard,https://pcpartpicker.com/product/mR2rxr/sapphire-radeon-rx-vega-64-8gb-liquid-cooling-video-card-21275-00-40g
Sapphire NITRO,N/A,Sapphire,PCIe x16,1 x PCIe 8-pin,230,2,2,Radeon RX 480,8,GDDR5,1202,1306,225,Black,2 Fans,2,2,Standard,https://pcpartpicker.com/product/wJjWGX/sapphire-radeon-rx-480-8gb-nitro-video-card-11260-20-20g
MSI GAMING X+,N/A,MSI,PCIe x16,1 x PCIe 8-pin,277,2,2,GeForce GTX 1060 6GB,6,GDDR5,1594,1809,120,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/VMqbt6/msi-geforce-gtx-1060-6gb-6gb-gaming-x-video-card-gtx-1060-gaming-x-6g
Palit StormX,N/A,Palit,PCIe x16,1 x PCIe 6-pin,252,2,2,GeForce GTX 1060 6GB,6,GDDR5,1506,1708,120,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/kVs8TW/palit-geforce-gtx-1060-6gb-6gb-stormx-video-card-ne51060015j9-1061f
XFX RS,N/A,XFX,PCIe x16,1 x PCIe 8-pin,243,2,2,Radeon RX 570,4,GDDR5,1168,1286,150,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/3TWfrH/xfx-radeon-rx-570-4gb-rs-black-edition-video-card-rx-570p4dbd6
EVGA SC HYBRID GAMING,N/A,EVGA,PCIe x16,2 x PCIe 8-pin,267,2,2,GeForce GTX 1070 Ti,8,GDDR5X,1721,1860,180,Silver / Black,120 mm Radiator + 1 Fan,1,3,Standard,https://pcpartpicker.com/product/jNgzK8/evga-geforce-gtx-1080-8gb-sc-hybrid-gaming-video-card-08g-p4-5678-kr
MSI DUKE,N/A,MSI,PCIe x16,2 x PCIe 8-pin,312,2,2,GeForce GTX 1080,8,GDDR5X,1708,1847,180,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/3gPKHx/msi-geforce-gtx-1080-8gb-duke-8g-video-card-geforce-gtx-1080-duke-8g
PNY VCGGT7301D3LXPB-BB,N/A,PNY,PCIe x8,None,127,1,1,GeForce GT 730,1,DDR3,400,N/A,49,Black,1 Fan,1,0,Standard,https://pcpartpicker.com/product/ygPKHx/pny-geforce-gt-730-1gb-video-card-vcggt7301d3lxpb-bb
Diamond RX580D58G,N/A,Diamond,PCIe x16,1 x PCIe 6-pin,267,2,3,Radeon RX 580,8,GDDR5,1340,1340,185,Black / Red,2 Fans,1,3,Standard,https://pcpartpicker.com/product/jDQG3C/diamond-radeon-rx-580-8gb-video-card-rx580d58g
EVGA XC BLACK EDITION GAMING,N/A,EVGA,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,270,2,2,GeForce RTX 2070,8,GDDR6,1410,1620,185,Black / Clear,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Vw448d/evga-geforce-rtx-2070-8-gb-xc-black-edition-gaming-video-card-08g-p4-1171-kr
Asus DUAL,$700.00+,Asus,PCIe x16,1 x PCIe 8-pin,270,2,3,GeForce RTX 2060,6,GDDR6,1365,1680,160,Black / Silver,2 Fans,2,2,Standard,https://pcpartpicker.com/product/PFVD4D/asus-geforce-rtx-2060-6-gb-dual-video-card-dual-rtx2060-6g
MSI AERO ITX,N/A,MSI,PCIe x16,1 x PCIe 8-pin,175,2,2,GeForce RTX 2060,6,GDDR6,1365,1680,160,Black / White,1 Fan,1,3,Standard,https://pcpartpicker.com/product/TmtQzy/msi-geforce-rtx-2060-6-gb-aero-itx-video-card-rtx-2060-aero-itx-6g
Asus STRIX GAMING Advanced,N/A,Asus,PCIe x16,1 x PCIe 8-pin,301,2,3,GeForce GTX 1660 Ti,6,GDDR6,1500,1830,120,Black,3 Fans,2,2,Standard,https://pcpartpicker.com/product/RJhKHx/asus-geforce-gtx-1660-ti-6-gb-strix-gaming-advanced-video-card-rog-strix-gtx1660ti-a6g-gaming
Asus Turbo EVO,N/A,Asus,PCIe x16,1 x PCIe 8-pin,268,2,2,GeForce RTX 2070,8,GDDR6,1410,1650,185,Black / Silver,1 Fan,2,2,Standard,https://pcpartpicker.com/product/yqDJ7P/asus-geforce-rtx-2070-8-gb-evo-turbo-video-card-turbo-rtx2070-8g-evo
MSI ARMOR OC,N/A,MSI,PCIe x16,1 x PCIe 8-pin,250,2,2,GeForce RTX 2060 SUPER,8,GDDR6,1470,1680,175,Black / White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/jBmFf7/msi-geforce-rtx-2060-super-8-gb-armor-oc-video-card-rtx-2060-super-armor-oc
PowerColor AXRX 5700XT 8GBD6-M3DH,N/A,PowerColor,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,270,2,2,Radeon RX 5700 XT,8,GDDR6,1605,1905,225,Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/VFTzK8/powercolor-radeon-rx-5700-xt-8-gb-video-card-axrx-5700xt-8gbd6-m3dh
Gigabyte WINDFORCE,N/A,Gigabyte,PCIe x16,1 x PCIe 8-pin,265,2,2,GeForce RTX 2060,6,GDDR6,1365,1680,160,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/2YPKHx/gigabyte-geforce-rtx-2060-6-gb-windforce-video-card-gv-n2060wf2-6gd
XFX THICC II,N/A,XFX,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,293,2,3,Radeon RX 5700 XT,8,GDDR6,1605,1755,225,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/tfPgXL/xfx-radeon-rx-5700-8-gb-thicc-ii-video-card-rx-57xt826d6
PNY VCGGTX1070T8PB-BB,N/A,PNY,PCIe x16,1 x PCIe 8-pin,252,2,2,GeForce GTX 1070 Ti,8,GDDR5,1607,1683,180,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Zzw7YJ/pny-geforce-gtx-1070-ti-8-gb-video-card-vcggtx1070t8pb-bb
EVGA GAMING,N/A,EVGA,PCIe x16,2 x PCIe 8-pin,266,2,2,GeForce RTX 2080 Ti,11,GDDR6,1350,1545,250,Black,1 Fan,1,2,Standard,https://pcpartpicker.com/product/ThYQzy/evga-geforce-rtx-2080-ti-11-gb-gaming-video-card-11g-p4-2380-kr
ASRock Challenger ITX,N/A,ASRock,PCIe x16,1 x PCIe 8-pin,190,2,2,Radeon RX 5500 XT,8,GDDR6,1607,1845,130,Black,1 Fan,1,3,Standard,https://pcpartpicker.com/product/KrLwrH/asrock-radeon-rx-5500-xt-8-gb-challenger-itx-video-card-rx5500xt-cli-8g
MSI D6 AERO ITX OC,N/A,MSI,PCIe x16,None,170,2,2,GeForce GTX 1650 G6,4,GDDR6,1410,1620,75,Black / White,1 Fan,1,1,Standard,https://pcpartpicker.com/product/P2ZzK8/msi-geforce-gtx-1650-g6-4-gb-d6-aero-itx-oc-video-card-gtx-1650-d6-aero-itx-oc
ASRock Radeon RX 6800 16G,N/A,ASRock,PCIe x16,2 x PCIe 8-pin,267,2,2,Radeon RX 6800,16,GDDR6,1700,2105,250,Black / Silver,3 Fans,1,2,Standard,https://pcpartpicker.com/product/dXxbt6/asrock-radeon-rx-6800-16-gb-video-card-radeon-rx-6800-16g
KFA2 (1-Click OC),N/A,KFA2,PCIe x16,1 x PCIe 8-pin,256,2,2,GeForce RTX 3060 Ti,8,GDDR6,1410,1680,200,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/qJjNnQ/kfa2-geforce-rtx-3060-ti-8-gb-1-click-oc-video-card-36isl6md1vdk
Asus RX6900XT-16G,N/A,Asus,PCIe x16,2 x PCIe 8-pin,267,2,3,Radeon RX 6900 XT,16,GDDR6,1825,N/A,300,Silver / Black,3 Fans,1,2,Standard,https://pcpartpicker.com/product/2WGbt6/asus-radeon-rx-6900-xt-16-gb-video-card-rx6900xt-16g
XFX RX-67TMYDFD8,N/A,XFX,PCIe x16,1 x PCIe 8-pin + 1 x PCIe 6-pin,267,2,2,Radeon RX 6700 XT,12,GDDR6,2330,2615,230,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/38M48d/xfx-radeon-rx-6700-xt-12-gb-video-card-rx-67tmydfd8
KFA2 SG (1-Click OC),N/A,KFA2,PCIe x16,2 x PCIe 8-pin,329,2,3,GeForce RTX 3070 Ti,8,GDDR6X,1575,1815,290,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/g2kWGX/kfa2-geforce-rtx-3070-ti-8-gb-sg-1-click-oc-video-card-37ism6md4bsk
MSI VENTUS 2X V1,N/A,MSI,PCIe x16,1 x PCIe 8-pin,235,2,2,GeForce RTX 3060 Ti LHR,8,GDDR6,1410,1665,200,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/DZH7YJ/msi-geforce-rtx-3060-ti-lhr-8-gb-ventus-2x-v1-video-card-geforce-rtx-3060-ti-ventus-2x-8g-v1-lhr
Palit GamingPro,N/A,Palit,PCIe x16,2 x PCIe 8-pin,294,2,3,GeForce RTX 3080 12GB LHR,12,GDDR6X,1260,1710,350,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/CYt9TW/palit-geforce-rtx-3080-12gb-lhr-12-gb-gamingpro-video-card-ned3080019kb-132aa
MSI GAMING TRIO PLUS,N/A,MSI,PCIe x16,3 x PCIe 8-pin,323,2,3,GeForce RTX 3080 12GB LHR,12,GDDR6X,1260,1755,350,Black / Gray,3 Fans,1,3,Standard,https://pcpartpicker.com/product/KrhFf7/msi-geforce-rtx-3080-12gb-lhr-12-gb-gaming-trio-plus-video-card-geforce-rtx-3080-gaming-trio-plus-12g-lhr
EVGA XC BLACK GAMING,N/A,EVGA,PCIe x16,1 x PCIe 8-pin,202,2,2,GeForce RTX 3050 8GB,8,GDDR6,1550,1777,130,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/hJZ9TW/evga-geforce-rtx-3050-8gb-8-gb-xc-black-gaming-video-card-08g-p5-3551-kr
GALAX EX (1-Click OC),N/A,GALAX,PCIe x16,1 x PCIe 8-pin,209,2,2,GeForce RTX 3050 8GB,8,GDDR6,1550,1822,130,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/XBJgXL/galax-geforce-rtx-3050-8gb-8-gb-ex-1-click-oc-video-card-35nsl8md6yex
MSI AERO ITX,N/A,MSI,PCIe x16,1 x PCIe 8-pin,172,2,2,GeForce RTX 3050 8GB,8,GDDR6,1550,N/A,130,Black / Silver,1 Fan,1,3,Standard,https://pcpartpicker.com/product/pnrRsY/msi-geforce-rtx-3050-8gb-8-gb-aero-itx-video-card-geforce-rtx-3050-aero-itx-8g
MSI GAMING,N/A,MSI,PCIe x16,1 x PCIe 8-pin,278,2,3,Radeon RX 6650 XT,8,GDDR6,2055,2635,175,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/8wbTwP/msi-radeon-rx-6650-xt-8-gb-gaming-video-card-radeon-rx-6650-xt-gaming-8g
MSI GAMING TRIO,N/A,MSI,PCIe x16,2 x PCIe 8-pin,327,2,3,Radeon RX 6750 XT,12,GDDR6,2150,2600,250,Silver / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/2NVmP6/msi-radeon-rx-6750-xt-12-gb-gaming-trio-video-card-radeon-rx-6750-xt-gaming-trio-12g
Inno3D X3 OC,N/A,Inno3D,PCIe x16,1 x PCIe 16-pin 12VHPWR,336,3,4,GeForce RTX 4090,24,GDDR6X,2235,2550,450,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/NJ6p99/inno3d-x3-oc-geforce-rtx-4090-24-gb-video-card-n40903-246xx-18332989
Asus TUF Gaming TOP,N/A,Asus,PCIe x16,2 x PCIe 8-pin,320,2,3,Radeon RX 6900 XT,16,GDDR6,1825,2390,300,Black / Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/qbM48d/asus-tuf-gaming-top-radeon-rx-6900-xt-16-gb-video-card-tuf-rx6900xt-t16g-gaming
Asus DUAL,N/A,Asus,PCIe x16,1 x PCIe 8-pin,200,2,2,GeForce RTX 3060 8GB,8,GDDR6,1320,1807,170,White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/DnkWGX/asus-dual-geforce-rtx-3060-8gb-8-gb-video-card-dual-rtx3060-8g-white
MSI GAMING TRIO,N/A,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,337,3,3,GeForce RTX 4070 Ti,12,GDDR6X,2310,2625,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/qTbTwP/msi-gaming-trio-geforce-rtx-4070-ti-12-gb-video-card-rtx-4070-ti-gaming-trio-12g
PNY UPRISING,N/A,PNY,PCIe x16,2 x PCIe 8-pin,317,2,3,GeForce RTX 3070 Ti,8,GDDR6X,1575,1770,290,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/QrHqqs/pny-uprising-geforce-rtx-3070-ti-8-gb-video-card-vcg3071t8tfmpb
ASRock Phantom Gaming Elite,N/A,ASRock,PCIe x16,1 x PCIe 8-pin,240,2,2,Radeon RX 560 - 1024,4,GDDR5,1199,1275,90,Black,2 Fans,1,2,Standard,https://pcpartpicker.com/product/TbJgXL/asrock-phantom-gaming-elite-radeon-rx-560-1024-4-gb-video-card-rx-560-pge-4g
PowerColor ITX 2DH,N/A,PowerColor,PCIe x16,1 x PCIe 8-pin,175,2,2,Radeon RX 5600 XT,6,GDDR6,1247,1620,150,Black,1 Fan,0,0,Standard,https://pcpartpicker.com/product/hcPgXL/powercolor-itx-2dh-radeon-rx-5600-xt-6-gb-video-card-axrx-5600xt-itx-6gbd6-2dh
Inno3D AX Gaming X2W,N/A,Inno3D,PCIe x16,1 x PCIe 8-pin,229,2,2,GeForce RTX 3060 12GB,12,GDDR6,1320,1777,170,White / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/b34Zxr/inno3d-ax-gaming-x2w-geforce-rtx-3060-12gb-12-gb-video-card-835168002241
MSI MECH 2X CLASSIC,N/A,MSI,PCIe x16,1 x PCIe 8-pin,235,2,3,Radeon RX 7600,8,GDDR6,1720,2655,165,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/9ZcgXL/msi-mech-2x-classic-radeon-rx-7600-xt-8-gb-video-card-rx-7600-mech-2x-classic-8g
KFA2 EX (1-Click OC),N/A,KFA2,PCIe x16,1 x PCIe 8-pin,251,2,2,GeForce RTX 4060,8,GDDR6,1830,2580,115,White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/8DzXsY/kfa2-ex-1-click-oc-geforce-rtx-4060-8-gb-video-card-46nsl8md8nwk
Inno3D Twin X2 OC,N/A,Inno3D,PCIe x16,1 x PCIe 8-pin,250,2,2,GeForce RTX 4060 Ti,16,GDDR6,2310,2595,165,White / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/NXYRsY/inno3d-twin-x2-oc-geforce-rtx-4060-ti-16-gb-video-card-n406t2-16d6x-178055w
Inno3D Twin X2 OC,N/A,Inno3D,PCIe x16,1 x PCIe 16-pin 12VHPWR,250,2,2,GeForce RTX 4070 Ti SUPER,16,GDDR6X,2340,2640,285,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/zJZXsY/inno3d-twin-x2-oc-geforce-rtx-4070-ti-super-16-gb-video-card-n407ts2-166xx-186156n
KFA2 1-Click OC 2X,N/A,KFA2,PCIe x16,1 x PCIe 16-pin 12VHPWR,238,2,3,GeForce RTX 4070 SUPER,12,GDDR6X,1980,2490,220,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/GppQzy/kfa2-1-click-oc-2x-geforce-rtx-4070-super-12-gb-video-card-47som7md9psk
Matrox LUMA,N/A,Matrox,PCIe x16,None,254,1,1,Arc A380,6,GDDR6,2000,N/A,75,Black,1 Fan,0,4,Standard,https://pcpartpicker.com/product/68grxr/matrox-luma-arc-a380-6-gb-video-card-luma-a380
MSI VENTUS 2X,N/A,MSI,PCIe x16,1 x PCIe 8-pin,197,2,2,GeForce RTX 5050,8,GDDR6,2317,2587,130,Silver / Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/PLpD4D/msi-ventus-2x-geforce-rtx-5050-8-gb-video-card-rtx-5050-8g-ventus-2x
Gainward 426018336-3828,N/A,Gainward,PCIe x16,None,161,2,2,GeForce GTX 1050 Ti,4,GDDR5,1290,1392,75,Black / Red,1 Fan,1,1,Standard,https://pcpartpicker.com/product/7nCCmG/gainward-426018336-3828-geforce-gtx-1050-ti-4-gb-video-card-426018336-3828
MSI GAMING TRIO PLUS,$829.99 ,MSI,PCIe x16,1 x PCIe 16-pin 12VHPWR,338,2,3,GeForce RTX 5070 Ti,16,GDDR7,2300,2467,300,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/FCdMnQ/msi-gaming-trio-plus-geforce-rtx-5070-ti-16-gb-video-card-rtx-5070-ti-16g-gaming-trio-plus
EVGA FTW ACX 2.0+,$265.00+,EVGA,PCIe x16,1 x PCIe 8-pin,256,2,2,GeForce GTX 960,2,GDDR5,1304,1367,120,Black / White,2 Fans,1,3,Standard,https://pcpartpicker.com/product/Xgs8TW/evga-video-card-02gp42968kr
Asus ROG STRIX OC,N/A,Asus,PCIe x16,1 x PCIe 8-pin,281,2,3,Radeon RX 7600,8,GDDR6,1720,2755,165,Black / Silver,2 Fans,1,3,Standard,https://pcpartpicker.com/product/2fdG3C/asus-rog-strix-oc-radeon-rx-7600-8-gb-video-card-rog-strix-rx7600-o8g-gaming
PNY VCGGTX10708XPB-OC-BB,$295.00+,PNY,PCIe x16,1 x PCIe 8-pin,267,2,2,GeForce GTX 1070,8,GDDR5,1518,1708,150,N/A,2 Fans,1,3,Standard,https://pcpartpicker.com/product/gzyV3C/pny-geforce-gtx-1070-8gb-video-card-vcggtx10708xpb-oc-bb
Zotac GAMING AMP AIRO,N/A,Zotac,PCIe x16,1 x PCIe 16-pin 12VHPWR,308,2,3,GeForce RTX 4070 Ti,12,GDDR6X,2310,2670,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/PjYmP6/zotac-gaming-amp-airo-geforce-rtx-4070-ti-12-gb-video-card-zt-d40710f-10p
Asus ROG STRIX GAMING OC,$828.32+,Asus,PCIe x16,1 x PCIe 8-pin,281,2,3,Radeon RX 6650 XT,8,GDDR6,2055,2694,180,Black / Gray,2 Fans,1,3,Standard,https://pcpartpicker.com/product/T3JgXL/asus-rog-strix-gaming-oc-radeon-rx-6650-xt-8-gb-video-card-rog-strix-rx6650xt-o8g-gaming
EVGA 02G-P3-2738-KR,$189.00+,EVGA,PCIe x16,None,167,1,1,GeForce GT 730,2,DDR3,700,N/A,49,Black / Green,1 Fan,1,0,Standard,https://pcpartpicker.com/product/VYphP6/evga-video-card-02gp32738kr
MSI GAMING Z TRIO V1,N/A,MSI,PCIe x16,3 x PCIe 8-pin,324,2,3,Radeon RX 6800,16,GDDR6,1700,2155,250,Black / Silver,3 Fans,1,3,Standard,https://pcpartpicker.com/product/mp3NnQ/msi-gaming-z-trio-v1-radeon-rx-6800-16-gb-video-card-rx-6800-gaming-z-trio-v1
KFA2 EX Gamer (1-Click OC),N/A,KFA2,PCIe x16,1 x PCIe 16-pin 12VHPWR,323,3,3,GeForce RTX 4070 Ti SUPER,16,GDDR6X,2340,2655,285,Black,3 Fans,1,3,Standard,https://pcpartpicker.com/product/DPNYcf/kfa2-ex-gamer-1-click-oc-geforce-rtx-4070-ti-super-16-gb-video-card-47uzm6md9buk
Asus Phoenix V2,N/A,Asus,PCIe x16,1 x PCIe 6-pin,174,2,2,GeForce GTX 1650 G6,4,GDDR6,1410,1620,75,Black,1 Fan,1,1,Standard,https://pcpartpicker.com/product/pW9wrH/asus-phoenix-v2-geforce-gtx-1650-g6-4-gb-video-card-ph-gtx1650-4gd6-p-v2
EVGA 012-P3-1570-AR,$309.00+,EVGA,PCIe x16,None,266,2,2,GeForce GTX 570,1.25,GDDR5,732,N/A,219,Black / Red,1 Fan,1,0,Standard,https://pcpartpicker.com/product/s9zv6h/evga-video-card-012p31570ar
EVGA 04G-P4-1970-KR,$359.00+,EVGA,PCIe x16,2 x PCIe 6-pin,241,2,2,GeForce GTX 970,4,GDDR5,1050,1178,145,Black / Gray,1 Fan,1,1,Standard,https://pcpartpicker.com/product/ZWGj4D/evga-video-card-04gp41970kr
Gainward Ghost OC,N/A,Gainward,PCIe x16,1 x PCIe 8-pin,262,2,2,GeForce RTX 5050,8,GDDR6,2317,2647,130,Black,2 Fans,1,3,Standard,https://pcpartpicker.com/product/6jvscf/gainward-ghost-oc-geforce-rtx-5050-8-gb-video-card-ne65050s19p1-gb2070b
