name,price,manufacturer,size,eps8PinCount,pcie6Plus2PinCount,pcie12PinCount,pcie16Pin12VHPWRCount,sataCount,lengthMm,atx4PinCount,pcie6PinCount,pcie8PinCount,ampMolex4PinCount,outputWattage,efficiencyRating,modularity,color,isFanless,URL
Antec Basiq,N/A,Antec,ATX,1,0,0,0,2,139,0,1,0,5,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/mvxfrH/antec-power-supply-bp500u
Antec Earthwatts Green,$108.02+,Antec,ATX,1,0,0,0,5,139,0,1,0,4,430,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/2nvRsY/antec-power-supply-ea430dgreen
Antec True Power,N/A,Antec,ATX,1,2,0,0,9,150,1,2,0,9,750,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/NjxfrH/antec-power-supply-tp750
Antec True Power,N/A,Antec,ATX,1,2,0,0,9,150,1,2,0,9,750,80+ Bronze,Full,N/A,FALSE,https://pcpartpicker.com/product/LnvRsY/antec-power-supply-tp750blue
Apevia ATX-IB680W-GN,N/A,Apevia,ATX,1,0,0,0,6,170,0,2,2,6,680,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/HKmLrH/apevia-power-supply-atxib680wgn
HEC Raptor500,N/A,HEC,ATX,1,0,0,0,4,N/A,0,2,0,5,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/VTh9TW/compucase-power-supply-raptor500
HEC X-Power Pro 650,N/A,HEC,ATX,1,1,0,0,3,165,0,1,0,4,650,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/6FkD4D/compucase-power-supply-xpowerpro650
HEC Zephyr MX-750,N/A,HEC,ATX,2,2,0,0,8,165,0,2,0,5,750,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/ffBv6h/compucase-power-supply-zephyrmx750
Cooler Master eXtreme Power,N/A,Cooler Master,ATX,1,2,0,0,6,140,0,0,0,3,550,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/wXQypg/cooler-master-power-supply-rs550pcare3us
CoolMax CA-350,N/A,CoolMax,ATX,0,0,0,0,1,N/A,1,0,0,4,350,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/tB3RsY/coolmax-power-supply-ca350
CoolMax CL-700B,$61.05 ,CoolMax,ATX,1,1,0,0,4,160,0,1,0,4,700,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/KgW9TW/coolmax-power-supply-cl700b
CoolMax V-500,N/A,CoolMax,ATX,0,0,0,0,2,142,1,0,0,3,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/R8Bv6h/coolmax-power-supply-v500
Dynapower EJ-750A80,N/A,Dynapower,ATX,1,4,0,0,6,160,0,0,0,7,750,80+ Bronze,Full,N/A,FALSE,https://pcpartpicker.com/product/CcK7YJ/dynapower-power-supply-ej750a80
Enermax EES400AWT_II,N/A,Enermax,ATX,1,0,0,0,4,N/A,0,0,0,4,400,80+,No,N/A,FALSE,https://pcpartpicker.com/product/yB3RsY/enermax-power-supply-ees400awtii
OCZ Fatal1ty,N/A,OCZ,ATX,1,1,0,0,6,160,1,1,0,5,550,80+,Semi,N/A,FALSE,https://pcpartpicker.com/product/7FkD4D/ocz-power-supply-ocz550fty
OCZ EliteXStream,N/A,OCZ,ATX,1,4,0,0,8,160,0,0,0,8,800,80+,No,N/A,FALSE,https://pcpartpicker.com/product/rsNp99/ocz-power-supply-ocz800exs
Sparkle SPI460PFB2-MC2,N/A,Sparkle,ATX,1,0,0,0,3,139,1,1,0,3,460,80+,No,N/A,FALSE,https://pcpartpicker.com/product/cRdqqs/sparkle-power-supply-spi460pfb2mc2
Raidmax RX-600AF,N/A,Raidmax,ATX,1,1,0,0,6,165,0,1,0,4,600,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/TxMFf7/raidmax-power-supply-rx600af
Rosewill Libertas,N/A,Rosewill,ATX,1,2,0,0,8,139,0,0,0,8,650,80+,Full,N/A,FALSE,https://pcpartpicker.com/product/fcK7YJ/rosewill-power-supply-lib650
Rosewill SL-300TFX,N/A,Rosewill,TFX,0,0,0,0,1,146,1,0,0,2,300,N/A,No,Silver,FALSE,https://pcpartpicker.com/product/q8Bv6h/rosewill-sl-300tfx-300-w-tfx-power-supply-sl-300tfx
Silverstone OP1000-E,N/A,Silverstone,ATX,1,2,0,0,6,150,1,4,0,6,1000,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/FnvRsY/silverstone-power-supply-op1000e
Silverstone OP800,N/A,Silverstone,ATX,1,0,0,0,6,150,1,4,2,6,800,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/9ZyFf7/silverstone-power-supply-op800
Silverstone Nightjar,N/A,Silverstone,ATX,1,1,0,0,6,160,0,1,0,6,400,80+ Bronze,No,N/A,TRUE,https://pcpartpicker.com/product/kKmLrH/silverstone-power-supply-st40nf
Thermaltake Toughpower,N/A,Thermaltake,ATX,2,6,0,0,12,199,0,0,0,8,1350,80+ Silver,Semi,N/A,FALSE,https://pcpartpicker.com/product/wfBv6h/thermaltake-toughpower-1350-w-80-silver-certified-semi-modular-atx-power-supply-tp-1350m
Thermaltake TR2,N/A,Thermaltake,ATX,1,0,0,0,8,180,1,3,3,8,1200,80+,Semi,N/A,FALSE,https://pcpartpicker.com/product/pYGkcf/thermaltake-power-supply-trx1200m
Zalman ZM660-XT,N/A,Zalman,ATX,1,2,0,0,12,180,0,1,0,6,660,80+ Bronze,Full,N/A,FALSE,https://pcpartpicker.com/product/zLTmP6/zalman-zm660-xt-660-w-80-bronze-certified-fully-modular-atx-power-supply-zm660-xt
Sparkle R-SPI900GCM,N/A,Sparkle,ATX,1,2,0,0,0,165,1,2,0,0,900,80+,Semi,N/A,FALSE,https://pcpartpicker.com/product/P8V48d/sparkle-power-supply-rspi900gcm
Enermax REVOLUTION X't,N/A,Enermax,ATX,1,4,0,0,8,160,0,0,0,4,730,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/LZsKHx/enermax-revolution-xt-730-w-80-gold-certified-semi-modular-atx-power-supply-erx730awt
Rosewill Quark 750,N/A,Rosewill,ATX,2,4,0,0,8,160,0,0,0,4,750,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/7wVBD3/rosewill-power-supply-quark750
Antec Earthwatts,N/A,Antec,ATX,1,2,0,0,5,139,0,0,0,4,450,80+ Platinum,No,N/A,FALSE,https://pcpartpicker.com/product/8z3RsY/antec-power-supply-ea450
Antec EarthWatts Platinum,N/A,Antec,ATX,1,2,0,0,5,139,0,0,0,4,550,80+ Platinum,No,N/A,FALSE,https://pcpartpicker.com/product/xWphP6/antec-power-supply-ea550
Sparkle GW-EPS1250DA,N/A,Sparkle,ATX,1,6,0,0,12,N/A,0,0,0,9,1250,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/4fBv6h/sparkle-power-supply-gweps1250da
Antec Earthwatts Green,N/A,Antec,ATX,1,2,0,0,5,140,0,0,0,3,450,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/64Crxr/antec-power-supply-ea450green
SeaSonic Core GC,N/A,SeaSonic,ATX,1,2,0,0,4,140,0,0,0,3,550,80+ Gold,No,Black / Yellow,FALSE,https://pcpartpicker.com/product/v9BG3C/seasonic-core-gc-550-w-80-gold-certified-atx-power-supply-core-gc-550
Antec Earthwatts,N/A,Antec,ATX,1,2,0,0,5,140,0,0,0,3,550,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/vbjWGX/antec-power-supply-ea550green
Enermax RevoBron,N/A,Enermax,ATX,1,4,0,0,8,140,0,0,0,4,700,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/QMddnQ/enermax-revobron-700-w-80-bronze-certified-semi-modular-atx-power-supply-erb700awt
Enermax EPM750AWT,N/A,Enermax,ATX,2,4,0,0,12,175,0,0,0,8,750,80+ Platinum,Semi,N/A,FALSE,https://pcpartpicker.com/product/FCxfrH/enermax-power-supply-epm750awt
Kingwin AP-550,N/A,Kingwin,ATX,1,4,0,0,7,169,0,0,0,4,550,80+ Platinum,No,N/A,FALSE,https://pcpartpicker.com/product/F3xfrH/kingwin-power-supply-ap550
GameMax GM,N/A,GameMax,ATX,1,12,0,0,7,178,0,0,0,5,1350,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/XwhmP6/gamemax-gm-1350-w-80-gold-certified-atx-power-supply-gm-1350
GameMax GM,N/A,GameMax,ATX,1,16,0,0,7,178,0,0,0,5,1650,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/hzNgXL/gamemax-gm-1650-w-80-gold-certified-atx-power-supply-gm-1650
CoolMax ZU-600B,N/A,CoolMax,ATX,1,1,0,0,5,165,0,1,0,5,600,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/vYxfrH/coolmax-power-supply-zu600b
Super Flower Legion GX Pro,N/A,Super Flower,ATX,2,2,0,0,6,160,0,0,0,4,550,80+ Gold,Semi,Black,FALSE,https://pcpartpicker.com/product/JZ4BD3/super-flower-legion-gx-pro-550-w-80-gold-certified-semi-modular-atx-power-supply-sf-550p14xe
Super Flower Legion GX Pro,N/A,Super Flower,ATX,2,4,0,0,9,160,0,0,0,4,750,80+ Gold,Semi,Black,FALSE,https://pcpartpicker.com/product/XNkgXL/super-flower-legion-gx-pro-750-w-80-gold-certified-semi-modular-atx-power-supply-sf-750p14xe
Thermaltake Toughpower Grand RGB Platinum,N/A,Thermaltake,ATX,2,8,0,0,12,160,0,0,0,4,1050,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/V4bwrH/thermaltake-toughpower-grand-rgb-platinum-1050-w-80-platinum-certified-fully-modular-atx-power-supply-ps-tpg-1050f1fapu-1
Thermaltake Toughpower,N/A,Thermaltake,ATX,2,0,0,0,8,200,0,3,3,8,1000,80+,No,N/A,FALSE,https://pcpartpicker.com/product/DFV48d/thermaltake-toughpower-1000-w-80-certified-atx-power-supply-w0155ru
Antec Earthwatts Green,N/A,Antec,ATX,1,1,0,0,3,140,0,0,0,3,350,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/8zM323/antec-power-supply-ea350green
Sparkle ATX-400PA,N/A,Sparkle,ATX,0,0,0,0,2,139,1,1,0,5,400,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/nWR48d/sparkle-power-supply-atx400pa
FSP Group AU-850PRO,N/A,FSP Group,ATX,2,8,0,0,10,180,0,0,0,6,850,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/8cXfrH/fsp-group-power-supply-au850pro
Thermaltake Toughpower DPS G RGB Titanium,N/A,Thermaltake,ATX,2,3,0,0,20,200,0,0,3,12,850,80+ Titanium,Full,N/A,FALSE,https://pcpartpicker.com/product/9fp323/thermaltake-toughpower-dps-g-rgb-titanium-850w-80-titanium-certified-fully-modular-atx-power-supply-ps-tpg-0850dpctus-t
Topower TOP-400W80,N/A,Topower,ATX,1,0,0,0,3,N/A,0,1,0,4,400,80+,No,N/A,FALSE,https://pcpartpicker.com/product/CQ4gXL/topower-top-400w80-400-w-80-certified-atx-power-supply-top-400w80
SeaSonic SSP-350ST,N/A,SeaSonic,ATX,1,0,0,0,0,140,0,0,0,0,350,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/HBPzK8/seasonic-350-w-80-bronze-certified-atx-power-supply-ssp-350st
Cooler Master MasterWatt TUF Gaming Alliance,N/A,Cooler Master,ATX,1,2,0,0,6,140,0,0,0,2,550,80+ Bronze,Semi,Black / Gray,FALSE,https://pcpartpicker.com/product/n9PKHx/cooler-master-masterwatt-tuf-gaming-alliance-550-w-80-bronze-certified-semi-modular-atx-power-supply-mpx-5501-amaab-sf
FSP Group Twins,N/A,FSP Group,ATX,2,4,0,0,6,190,0,0,0,2,700,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/bgkwrH/fsp-group-700w-80-gold-certified-atx-power-supply-twins700
XFX XT,N/A,XFX,ATX,1,2,0,0,3,140,0,0,0,2,400,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/2W4NnQ/xfx-xt-400-w-80-bronze-certified-atx-power-supply-p1-400b-xtfr
XFX TS,N/A,XFX,ATX,1,1,0,0,3,140,0,0,0,2,430,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/zW4NnQ/xfx-ts-430-w-80-bronze-certified-atx-power-supply-p1-430s-xxb9
Ultra ULT-LSP550,N/A,Ultra,ATX,1,0,0,0,0,140,1,2,0,0,550,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/ckwqqs/ultra-ult-lsp550-550-w-atx-power-supply-ult-lsp550
Rosewill TOKAMAK 1200,N/A,Rosewill,ATX,2,8,0,0,16,180,0,0,0,6,1200,80+ Titanium,Full,N/A,FALSE,https://pcpartpicker.com/product/Pt98TW/rosewill-1200w-80-titanium-certified-fully-modular-atx-power-supply-tokamak-1200
CoolMax ZU-500B,N/A,CoolMax,ATX,1,1,0,0,5,165,0,1,0,5,500,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/JP4gXL/coolmax-power-supply-zu500b
Enermax ETL450AWT-M,N/A,Enermax,ATX,1,2,0,0,8,140,0,0,0,4,450,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/LHkD4D/enermax-power-supply-etl450awtm
Enermax ETL650AWT-M,N/A,Enermax,ATX,1,4,0,0,8,140,0,0,0,4,650,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/cj3RsY/enermax-power-supply-etl650awtm
Super Flower Leadex V Pro,N/A,Super Flower,ATX,2,8,0,0,12,130,0,0,0,4,1000,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/8VWJ7P/super-flower-leadex-v-pro-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14tgwh
Sparkle FSP300-60THA,N/A,Sparkle,ATX,0,0,0,0,2,N/A,1,0,0,6,300,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/w8g323/sparkle-power-supply-fsp30060tha
GAMDIAS Cyclops X1 P,N/A,GAMDIAS,ATX,2,10,0,0,9,190,0,0,0,6,1200,80+ Platinum,Full,Black / Multicolor,FALSE,https://pcpartpicker.com/product/q7F48d/gamdias-cyclops-x1-p-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cyclops-x1-1200w-p
Silverstone Strider,N/A,Silverstone,ATX,2,2,0,0,8,180,0,2,0,6,750,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/N9mLrH/silverstone-power-supply-st75fg
Antec EA-750 Platinum,N/A,Antec,ATX,1,4,0,0,6,139,0,0,0,4,750,80+ Platinum,No,N/A,FALSE,https://pcpartpicker.com/product/MQFPxr/antec-power-supply-ea750platinum
Silverstone Strider,N/A,Silverstone,ATX,1,0,0,0,6,139,0,1,0,3,600,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/6ZkD4D/silverstone-power-supply-st60fesb
Athena Power AP-TFX30,N/A,Athena Power,TFX,1,0,0,0,3,175,1,2,0,2,300,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/PLR48d/athena-power-power-supply-aptfx30
Raidmax RX-835AP,N/A,Raidmax,ATX,1,4,0,0,5,165,0,0,0,3,835,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/TXK7YJ/raidmax-power-supply-rx835ap
Athena Power AP-P4ATX95FEPC,N/A,Athena Power,ATX,2,2,0,0,8,158,0,2,0,4,950,80+,No,N/A,FALSE,https://pcpartpicker.com/product/pJ4gXL/athena-power-950-w-80-certified-atx-power-supply-ap-p4atx95fepc
Diablotek PHD750,N/A,Diablotek,ATX,1,2,0,0,6,N/A,1,2,0,6,750,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/7HMFf7/diablotek-power-supply-phd750
Diablotek PSDA600,N/A,Diablotek,ATX,1,2,0,0,6,N/A,0,2,0,6,600,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/TRPfrH/diablotek-power-supply-psda600
In Win P55F,N/A,In Win,ATX,1,2,0,0,6,140,1,0,0,3,550,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/jCmNnQ/in-win-p55f-550-w-80-gold-certified-atx-power-supply-iw-ps-pf550w
Deepcool PN650D WH,N/A,Deepcool,ATX,2,3,0,1,6,140,0,0,0,2,650,80+ Gold,No,White,FALSE,https://pcpartpicker.com/product/qR3NnQ/deepcool-pn650d-wh-650-w-80-gold-certified-atx-power-supply-r-pn650d-fc0w-us
Deepcool PN750D WH,N/A,Deepcool,ATX,2,3,0,1,8,140,0,0,0,2,750,80+ Gold,No,White,FALSE,https://pcpartpicker.com/product/QPqrxr/deepcool-pn750d-wh-750-w-80-gold-certified-atx-power-supply-r-pn750d-fc0w-us
Zalman zm-500-LE,N/A,Zalman,ATX,1,1,0,0,6,139,0,1,0,3,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/KF7wrH/zalman-zm-500-le-500-w-atx-power-supply-zm-500-le
Xion XON-800R14N,N/A,Xion,ATX,1,2,0,0,6,N/A,0,2,0,8,800,N/A,Full,N/A,FALSE,https://pcpartpicker.com/product/KLR48d/xion-xon-800r14n-800-w-fully-modular-atx-power-supply-xon-800r14n
Xion AXP-700W14FG,N/A,Xion,ATX,1,3,0,0,8,N/A,0,3,0,0,700,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/LLR48d/xion-axp-700w14fg-700-w-80-gold-certified-fully-modular-atx-power-supply-axp-700w14fg
Fractal Design Newton R3,N/A,Fractal Design,ATX,2,6,0,0,12,165,0,0,0,4,1000,80+ Platinum,Semi,N/A,FALSE,https://pcpartpicker.com/product/Q3rG3C/fractal-design-power-supply-fdpsunt3w1000w
Antec EarthWatts Platinum,N/A,Antec,ATX,1,2,0,0,6,140,0,0,0,4,650,80+ Platinum,No,N/A,FALSE,https://pcpartpicker.com/product/xFQypg/antec-power-supply-ea650platinum
EVGA 450 GD,N/A,EVGA,ATX,1,2,0,0,6,165,0,0,0,3,450,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/g8smP6/evga-450-gd-450-w-80-gold-certified-atx-power-supply-100-gd-0450-v2
Zalman TX,N/A,Zalman,ATX,1,2,0,0,5,157,0,0,0,3,500,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/FzfmP6/zalman-tx-500-w-atx-power-supply-zm500-tx
NZXT HALE 90,N/A,NZXT,ATX,1,2,0,0,8,180,0,2,0,7,650,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/Tg7wrH/nzxt-hale-90-650-w-80-gold-certified-fully-modular-atx-power-supply-hale90-650-m
CoolMax CU-700B,N/A,CoolMax,ATX,1,0,0,0,4,142,0,2,0,4,700,N/A,Semi,N/A,FALSE,https://pcpartpicker.com/product/PTckcf/coolmax-power-supply-cu700b
Deepcool DQ750-M-V2L,N/A,Deepcool,ATX,2,4,0,0,8,160,0,0,0,4,750,80+ Gold,Full,White / Black,FALSE,https://pcpartpicker.com/product/7fYmP6/deepcool-dq750-m-v2l-750-w-80-gold-certified-fully-modular-atx-power-supply-dp-dq750-m-v2l-wh
LC-Power LC8550 V2.31 Prophet,N/A,LC-Power,ATX,1,2,0,0,6,158,0,0,0,6,550,80+ Bronze,Semi,Black / Blue,FALSE,https://pcpartpicker.com/product/scxxFT/lc-power-lc8550-v231-prophet-550-w-80-bronze-certified-semi-modular-atx-power-supply-lc8550-v231
Segotep GF,N/A,Segotep,SFX,1,4,0,0,4,100,0,0,0,3,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/4whv6h/segotep-gf-750-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-st-gf750-sfx-wt
Sentey MBP HM,N/A,Sentey,ATX,1,1,0,0,6,160,0,1,0,4,650,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/R3ZzK8/sentey-mbp-hm-650-w-80-bronze-certified-semi-modular-atx-power-supply-mbp650-hm
Sentey MBP HM,N/A,Sentey,ATX,2,4,0,0,8,160,0,0,0,4,850,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/7j2bt6/sentey-mbp-hm-850-w-80-bronze-certified-semi-modular-atx-power-supply-mbp850-hm
KOLINK Core RGB,N/A,KOLINK,ATX,1,2,0,0,5,140,0,0,0,3,600,80+,No,Black,FALSE,https://pcpartpicker.com/product/YfBzK8/kolink-core-rgb-600-w-80-certified-atx-power-supply-pgw-ps-kol-030
KOLINK Core RGB,N/A,KOLINK,ATX,1,4,0,0,5,140,0,0,0,3,700,80+,No,Black,FALSE,https://pcpartpicker.com/product/4Pqrxr/kolink-core-rgb-700-w-80-certified-atx-power-supply-pgw-ps-kol-031
Kingwin Lazer,N/A,Kingwin,ATX,1,2,0,0,2,165,0,2,0,6,850,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/FjV48d/kingwin-power-supply-lz850
PC Power & Cooling Silencer Mk II,N/A,PC Power & Cooling,ATX,1,2,0,0,8,160,1,2,0,7,750,80+ Silver,No,N/A,FALSE,https://pcpartpicker.com/product/Rcn2FT/pc-power--cooling-power-supply-ppcmk2s750
FSP Group Raider 750,N/A,FSP Group,ATX,1,4,0,0,9,139,0,0,0,3,750,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/rfw323/fsp-group-power-supply-raider750
XFX P1-650S-CAB9,N/A,XFX,ATX,1,2,0,0,8,170,0,2,0,7,650,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/hWqdnQ/xfx-p1-650s-cab9-650-w-80-bronze-certified-atx-power-supply-p1-650s-cab9
NZXT HALE82N 650W,N/A,NZXT,ATX,1,4,0,0,8,140,0,0,0,5,650,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/Rxw323/nzxt-hale82n-650w-650-w-80-bronze-certified-atx-power-supply-np-1bn-0650a-us
Silverstone Strider,N/A,Silverstone,ATX,2,2,0,0,8,180,0,2,0,6,850,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/d2PfrH/silverstone-power-supply-sstst85fgevolution
FSP Group FSP300-60GHS-R,N/A,FSP Group,SFX,0,0,0,0,3,100,1,0,0,2,300,80+,No,Silver,FALSE,https://pcpartpicker.com/product/tcn2FT/fsp-group-fsp300-60ghs-r-300-w-80-certified-sfx-power-supply-fsp300-60ghs-r
FSP Group FSP270-60LE,N/A,FSP Group,Mini ITX,0,0,0,0,0,150,1,0,0,0,270,80+,No,Silver,FALSE,https://pcpartpicker.com/product/Zg7wrH/fsp-group-fsp270-60le-270-w-80-certified-mini-itx-power-supply-fsp270-60le
Enermax ENP600AWT,N/A,Enermax,ATX,1,1,0,0,7,N/A,0,0,0,4,600,80+,No,N/A,FALSE,https://pcpartpicker.com/product/4XrG3C/enermax-power-supply-enp600awt
FSP Group ZEN 400,N/A,FSP Group,ATX,0,0,0,0,4,N/A,1,2,0,6,400,80+ Bronze,No,N/A,TRUE,https://pcpartpicker.com/product/fK9KHx/fsp-group-power-supply-zen400
FSP Group ATX350-PNT,N/A,FSP Group,ATX,0,0,0,0,2,N/A,1,0,0,4,350,N/A,No,N/A,FALSE,https://pcpartpicker.com/product/GvyFf7/fsp-group-power-supply-atx350pnt
Noua Hyper ZR55,N/A,Noua,ATX,1,2,0,0,3,140,0,0,0,3,550,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/2zP8TW/noua-hyper-zr55-550-w-80-bronze-certified-atx-power-supply-ps0918el-zr55
Noua Hyper ZR65,N/A,Noua,ATX,1,2,0,0,3,140,0,0,0,3,650,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/bVFmP6/noua-hyper-zr65-650-w-80-bronze-certified-atx-power-supply-ps0918cz-zr65r
Corsair TX850 V2,N/A,Corsair,ATX,1,4,0,0,8,160,0,0,0,8,850,80+ Bronze,No,N/A,FALSE,https://pcpartpicker.com/product/4FNp99/corsair-tx850-v2-850-w-80-bronze-certified-atx-power-supply-cmpsu-850txv2
Enermax MaxTytan,N/A,Enermax,ATX,2,8,0,0,16,200,0,0,0,8,1250,80+ Titanium,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/ZHWfrH/enermax-maxtytan-1250w-80-titanium-certified-fully-modular-atx-power-supply-edt1250ewt
Enermax Platimax D.F.,N/A,Enermax,ATX,2,2,0,0,4,160,0,0,0,4,850,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/nC8j4D/enermax-platimax-df-850-w-80-platinum-certified-fully-modular-atx-power-supply-epf850ewt
Cougar GX V3,N/A,Cougar,ATX,1,4,0,0,10,160,0,0,0,4,800,80+ Gold,Semi,Black / Gold,FALSE,https://pcpartpicker.com/product/fwhKHx/cougar-gx-v3-800w-80-gold-certified-semi-modular-atx-power-supply-gx800v3r
Enermax ENM750AWT,N/A,Enermax,ATX,2,4,0,0,10,N/A,0,0,0,5,750,80+ Bronze,Semi,N/A,FALSE,https://pcpartpicker.com/product/qqZQzy/enermax-power-supply-enm750awt
Thermaltake Toughpower Grand,N/A,Thermaltake,ATX,2,8,0,0,12,179,0,0,0,8,1200,80+ Gold,No,N/A,FALSE,https://pcpartpicker.com/product/QzV48d/thermaltake-power-supply-tpg1200m
Rosewill PMG1050,N/A,Rosewill,ATX,2,8,0,0,8,185,0,0,0,3,1050,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/bnhv6h/rosewill-pmg1050-1050-w-80-gold-certified-fully-modular-atx-power-supply-pmg1050
SeaSonic X,N/A,SeaSonic,ATX,2,4,0,0,8,160,0,0,0,8,760,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/d6W9TW/seasonic-power-supply-x760gold
Cooler Master Elite NEX N500 230V,N/A,Cooler Master,ATX,1,2,0,0,5,140,0,0,0,3,500,N/A,No,Black,FALSE,https://pcpartpicker.com/product/mWzp99/cooler-master-elite-nex-n500-230v-500-w-atx-power-supply-mpw-5001-acbn-b
RIOTORO ENIGMA 850,N/A,RIOTORO,ATX,2,4,0,0,9,160,0,0,0,6,850,80+ Gold,Semi,N/A,FALSE,https://pcpartpicker.com/product/pVp323/riotoro-enigma-850w-80-gold-certified-semi-modular-atx-power-supply-pr-gp0850-sm
Xilence Performance A+ III,N/A,Xilence,ATX,1,1,0,0,5,140,0,0,0,3,450,80+ Bronze,No,Black / Red,FALSE,https://pcpartpicker.com/product/33GnTW/xilence-performance-a-iii-450-w-80-bronze-certified-atx-power-supply-xn081
BitFenix BFG GOLD,N/A,BitFenix,ATX,2,4,0,0,8,140,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/3jCZxr/bitfenix-bfg-gold-650-w-80-gold-certified-fully-modular-atx-power-supply-bp-bga650umag
Corsair G600,N/A,Corsair,ATX,1,2,0,0,6,160,0,0,0,8,600,80+,No,N/A,FALSE,https://pcpartpicker.com/product/3RmLrH/corsair-g600-600-w-80-certified-atx-power-supply-cmpsu-600g
Rosewill PHOTON 1350,N/A,Rosewill,ATX,2,10,0,0,16,180,0,0,0,4,1350,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/28x2FT/rosewill-1350w-80-gold-certified-fully-modular-atx-power-supply-photon-1350
Zalman TeraMax II,N/A,Zalman,ATX,2,3,0,1,8,140,0,0,0,3,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/rctLrH/zalman-teramax-ii-750-w-80-gold-certified-fully-modular-atx-power-supply-zm750-tmx2-wh
Zalman TeraMax II,N/A,Zalman,ATX,2,4,0,1,12,140,0,0,0,3,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/jWTZxr/zalman-teramax-ii-1200-w-80-gold-certified-fully-modular-atx-power-supply-zm1200-tmx2-bk
