name,price,manufacturer,size,eps8PinCount,pcie6Plus2PinCount,pcie12PinCount,pcie16Pin12VHPWRCount,sataCount,lengthMm,atx4PinCount,pcie6PinCount,pcie8PinCount,ampMolex4PinCount,outputWattage,efficiencyRating,modularity,color,isFanless,URL
Gigabyte UD750GM,$98.95+,Gigabyte,ATX,2,4,0,0,8,140,0,0,0,3,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/W4Tp99/gigabyte-ud750gm-750-w-80-gold-certified-fully-modular-atx-power-supply-gp-ud750gm
Lian Li EDGE,$126.99 ,Lian Li,ATX,2,3,0,1,12,182,0,0,0,4,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/TxpQzy/lian-li-edge-850-w-80-platinum-certified-fully-modular-atx-power-supply-eg850
Lian Li EDGE GOLD,$142.99 ,Lian Li,ATX,2,5,0,1,10,182,0,0,0,6,1000,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/pyXMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-white
SeaSonic PRIME TX-1600 Noctua Edition,$654.00 ,SeaSonic,ATX,3,6,0,2,18,210,0,0,0,3,1600,80+ Titanium,Full,Brown / Black,FALSE,https://pcpartpicker.com/product/9hDQzy/seasonic-prime-tx-1600-noctua-edition-1600-w-80-titanium-certified-fully-modular-atx-power-supply-prime-tx-1600-noctua-edition
Corsair RM850x SHIFT,$114.99 ,Corsair,ATX,2,4,0,1,12,160,0,0,0,8,850,80+ Gold,Full / Side,Black,FALSE,https://pcpartpicker.com/product/MgYmP6/corsair-rm850x-shift-850-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020252-na
Lian Li EDGE GOLD,$142.99 ,Lian Li,ATX,2,5,0,1,10,182,0,0,0,6,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/H6sMnQ/lian-li-edge-gold-1000-w-80-gold-certified-fully-modular-atx-power-supply-eg1000g-black
Corsair HX1200i,$319.99 ,Corsair,ATX,2,4,0,1,8,200,0,0,0,8,1200,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/fGgrxr/corsair-hx1200i-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020281-na
Corsair RM1200x SHIFT,$199.99 ,Corsair,ATX,2,8,0,1,16,180,0,0,0,8,1200,80+ Gold,Full / Side,Black,FALSE,https://pcpartpicker.com/product/LMn9TW/corsair-rm1200x-shift-1200-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020254-na
SeaSonic CORE GX ATX 3 (2024),$114.99 ,SeaSonic,ATX,2,3,0,1,6,140,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/t7h2FT/seasonic-core-gx-atx-3-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-core-atx-3-gx-850
Lian Li SP850,$149.99 ,Lian Li,SFX,2,0,1,0,8,100,0,0,2,4,850,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/gFQcCJ/lian-li-sp850-850-w-80-gold-certified-fully-modular-sfx-power-supply-sp850-white
Corsair HX1000i (2023),$234.99 ,Corsair,ATX,2,4,0,1,8,180,0,0,0,8,1000,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/LTmNnQ/corsair-hx1000i-2023-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020259-na
be quiet! Straight Power 12,$231.89 ,be quiet!,ATX,2,4,0,2,9,180,0,0,0,2,1200,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/L7CZxr/be-quiet-straight-power-12-1200-w-80-platinum-certified-fully-modular-atx-power-supply-bn339
be quiet! Power Zone 2,$149.99 ,be quiet!,ATX,2,3,0,1,7,160,0,0,0,1,1000,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/vgJBD3/be-quiet-power-zone-2-1000-w-80-platinum-certified-fully-modular-atx-power-supply-bp008us
Corsair HX1200 Platinum,$399.00+,Corsair,ATX,2,8,0,0,16,200,0,0,0,8,1200,80+ Platinum,Full,N/A,FALSE,https://pcpartpicker.com/product/f7L7YJ/corsair-hx1200-platinum-1200-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020140-na
Corsair RM1200e,$199.99 ,Corsair,ATX,2,6,0,1,7,150,0,0,0,4,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/jCCZxr/corsair-rm1200e-1200-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020258-na
Apevia Prestige,$54.99 ,Apevia,ATX,2,4,0,0,4,160,0,0,0,4,600,80+ Gold,No,White,FALSE,https://pcpartpicker.com/product/W3dMnQ/apevia-prestige-600-w-80-gold-certified-atx-power-supply-atx-pr600w-wh
SeaSonic CORE GX ATX 3 (2024),$89.99 ,SeaSonic,ATX,2,2,0,1,6,140,0,0,0,3,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/XkTFf7/seasonic-core-gx-atx-3-2024-650-w-80-gold-certified-fully-modular-atx-power-supply-core-atx-3-gx-650
Corsair RM750x (2021),N/A,Corsair,ATX,2,4,0,0,10,160,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/6NcG3C/corsair-rm750x-2021-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020199-na
Vetroo CP-PSU-VT-850W-SFX (BK),$119.99 ,Vetroo,SFX,2,4,0,1,4,100,0,0,0,3,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/GtHp99/vetroo-cp-psu-vt-850w-sfx-bk-850-w-80-gold-certified-fully-modular-sfx-power-supply-cp-psu-vt-850w-sfx-bk
Asus Prime AP-750G,$115.99 ,Asus,ATX,2,3,0,1,5,150,0,0,0,3,750,80+ Gold,Full,White / Black,FALSE,https://pcpartpicker.com/product/zm7scf/asus-prime-ap-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-ap-750g
Corsair RM750,$144.99 ,Corsair,ATX,3,4,0,0,14,160,0,0,0,4,750,80+ Gold,Full,White / Black,FALSE,https://pcpartpicker.com/product/R4Gbt6/corsair-rm750-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020231-na
MSI MEG Ai1600T PCIE5,$656.99 ,MSI,ATX,2,9,0,2,8,190,0,0,0,8,1600,80+ Titanium,Full,Black / Gold,FALSE,https://pcpartpicker.com/product/9D2j4D/msi-meg-ai1600t-pcie5-1600-w-80-titanium-certified-fully-modular-atx-power-supply-meg-ai1600t-pcie5
Silverstone FX500-G,$160.87 ,Silverstone,Flex ATX,1,2,0,0,4,150,0,0,0,3,500,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/3288TW/silverstone-fx500-g-500-w-80-gold-certified-flex-atx-power-supply-sst-fx500-g
be quiet! Power Zone 2,$107.99 ,be quiet!,ATX,2,3,0,1,6,160,0,0,0,1,750,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/PMcBD3/be-quiet-power-zone-2-750-w-80-platinum-certified-fully-modular-atx-power-supply-bp006us
Thermaltake Toughpower GF1 (2024),$84.99 ,Thermaltake,ATX,2,4,0,0,8,140,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/x4hv6h/thermaltake-toughpower-gf1-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0750fnfagu-p
Asus Prime AP-850G,$133.99 ,Asus,ATX,2,3,0,1,5,150,0,0,0,3,850,80+ Gold,Full,White / Black,FALSE,https://pcpartpicker.com/product/BQLdnQ/asus-prime-ap-850g-850-w-80-gold-certified-fully-modular-atx-power-supply-ap-850g
be quiet! Dark Power Pro 13,$399.90 ,be quiet!,ATX,2,6,0,2,16,200,0,0,0,5,1300,80+ Titanium,Full,Black,FALSE,https://pcpartpicker.com/product/hMCZxr/be-quiet-dark-power-pro-13-1300-w-80-titanium-certified-fully-modular-atx-power-supply-bn500
NZXT C1000 (2024),$144.99 ,NZXT,ATX,2,3,0,1,12,160,0,0,0,4,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/K6wmP6/nzxt-c1000-2024-1000-w-80-gold-certified-fully-modular-atx-power-supply-pa-0g2bb-us
Super Flower Leadex III Gold UP,$139.99 ,Super Flower,ATX,2,4,0,1,8,150,0,0,0,4,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/9KCZxr/super-flower-leadex-iii-gold-up-1000-w-80-gold-certified-fully-modular-atx-power-supply-sf-1000f14ge
Gigabyte P450B,N/A,Gigabyte,ATX,1,2,0,0,6,140,0,0,0,3,450,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/LZMTwP/gigabyte-p-b-450-w-80-bronze-certified-atx-power-supply-gp-p450b
MSI MEG Ai1300P PCIE5,$354.99 ,MSI,ATX,2,8,0,1,16,160,0,0,0,4,1300,80+ Platinum,Full,Black / Copper,FALSE,https://pcpartpicker.com/product/JDGbt6/msi-meg-ai1300p-pcie5-1300-w-80-platinum-certified-fully-modular-atx-power-supply-meg-ai1300p-pcie5
NZXT C750 (2022),N/A,NZXT,ATX,2,6,0,0,6,150,0,0,0,6,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/ZCQcCJ/nzxt-c750-2022-750-w-80-gold-certified-fully-modular-atx-power-supply-pa-7g1bb-us
Corsair RM850x (2018),$191.93 ,Corsair,ATX,2,6,0,0,10,160,0,0,0,2,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/VgQG3C/corsair-rm850x-2018-850-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020180-na
Corsair RM1000x SHIFT,$199.99 ,Corsair,ATX,2,7,0,1,16,160,0,0,0,8,1000,80+ Gold,Full / Side,White,FALSE,https://pcpartpicker.com/product/kDvD4D/corsair-rm1000x-shift-1000-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020275-na
Montech CENTURY II,$119.90 ,Montech,ATX,2,6,0,1,12,140,0,0,0,4,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/ds8Pxr/montech-century-ii-1200-w-80-gold-certified-fully-modular-atx-power-supply-century-ii-1200w
Corsair RM650 (2019),N/A,Corsair,ATX,2,4,0,0,6,160,0,0,0,4,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/WxL48d/corsair-rm650-2019-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020194-na
Asus ROG STRIX 1000P GAMING,$194.99+,Asus,ATX,2,4,0,1,6,160,0,0,0,3,1000,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/zn9nTW/asus-rog-strix-1000p-gaming-1000-w-80-platinum-certified-fully-modular-atx-power-supply-rog-strix-1000p-gaming-white
Lian Li SP,N/A,Lian Li,SFX,2,3,0,0,8,100,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/3ZzhP6/lian-li-sp-750-w-80-gold-certified-fully-modular-sfx-power-supply-sp750
be quiet! Pure Power 11,$363.89 ,be quiet!,ATX,1,2,0,0,5,150,0,0,0,2,400,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/t8c48d/be-quiet-pure-power-11-400-w-80-gold-certified-atx-power-supply-bn292
ASRock Steel Legend SL-750G,$84.99 ,ASRock,ATX,2,2,0,1,3,150,0,0,0,3,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/NDCZxr/asrock-steel-legend-sl-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-sl-750g
NZXT C1200 (2024),$169.99 ,NZXT,ATX,2,3,0,1,12,160,0,0,0,4,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/QTLdnQ/nzxt-c1200-2024-1200-w-80-gold-certified-fully-modular-atx-power-supply-pa-2g2bb-us
Lian Li SP750,$179.58+,Lian Li,SFX,2,3,0,0,8,100,0,0,0,4,750,80+ Gold,Full,White,FALSE,https://pcpartpicker.com/product/XNt9TW/lian-li-sp750-750-w-80-gold-certified-fully-modular-sfx-power-supply-sp750w
be quiet! Dark Power 14,$309.89 ,be quiet!,ATX,2,4,0,2,13,175,0,0,0,2,1200,80+ Titanium,Full,Black,FALSE,https://pcpartpicker.com/product/fcPv6h/be-quiet-dark-power-14-1200-w-80-titanium-certified-fully-modular-atx-power-supply-bp021us
Gigabyte AORUS ELITE P1000 ICE,$288.89+,Gigabyte,ATX,2,6,0,1,8,140,0,0,0,4,1000,80+ Platinum,Full,White,FALSE,https://pcpartpicker.com/product/wRWJ7P/gigabyte-aorus-elite-p1000-ice-1000-w-80-platinum-certified-fully-modular-atx-power-supply-gp-ae1000pm-pg5-ice
Asus ROG LOKI,$279.99 ,Asus,SFX,2,3,0,1,6,125,0,0,0,4,1000,80+ Platinum,Full,Silver / Black,FALSE,https://pcpartpicker.com/product/tmYmP6/asus-rog-loki-1000-w-80-platinum-certified-fully-modular-sfx-power-supply-90ye00n1-b0na00
MSI MAG A750GLS PCIE5,$79.99 ,MSI,ATX,2,4,0,1,5,150,0,0,0,2,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/CWCCmG/msi-mag-a750gls-pcie5-750-w-80-gold-certified-fully-modular-atx-power-supply-mag-a750gls-pcie5
Thermaltake Smart BM3,$63.99 ,Thermaltake,ATX,2,4,0,1,6,140,0,0,0,7,650,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/XmNYcf/thermaltake-smart-bm3-650-w-80-bronze-certified-semi-modular-atx-power-supply-ps-spd-0650mnfabu-3
Asus TUF Gaming 750G,$119.99 ,Asus,ATX,2,3,0,1,5,150,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/GrddnQ/asus-tuf-gaming-750g-750-w-80-gold-certified-fully-modular-atx-power-supply-90ye00s3-b0na00
SeaSonic VERTEX PX-1000,$269.99 ,SeaSonic,ATX,2,3,0,1,18,160,0,0,0,3,1000,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/m72WGX/seasonic-vertex-px-1000-1000-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-1000
SAMA GT,$69.99 ,SAMA,ATX,2,2,0,1,6,140,0,0,0,2,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/6YWmP6/sama-gt-750-w-80-gold-certified-fully-modular-atx-power-supply-gt750-bkgffxx1-us
Corsair SF750 (2018),N/A,Corsair,SFX,2,4,0,0,8,100,0,0,0,3,750,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/nJrmP6/corsair-sf750-2018-750-w-80-platinum-certified-fully-modular-sfx-power-supply-cp-9020186-na
Thermaltake Toughpower GF2 ARGB,$124.98 ,Thermaltake,ATX,2,4,0,0,9,160,0,0,0,4,650,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/hbsnTW/thermaltake-toughpower-gf2-argb-650-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpd-0650f3fagu-2
Montech APX,$39.90 ,Montech,ATX,2,2,0,0,6,140,0,0,0,3,550,80+,No,Black,FALSE,https://pcpartpicker.com/product/XrDnTW/montech-apx-550-w-80-certified-atx-power-supply-apx-550w
Asus ROG THOR T3 GAMING,N/A,Asus,ATX,2,4,0,2,10,200,0,0,0,9,1600,80+ Titanium,Full,Black,FALSE,https://pcpartpicker.com/product/r29nTW/asus-rog-thor-t3-gaming-1600-w-80-titanium-certified-fully-modular-atx-power-supply-rog-thor-1600t3-gaming
SeaSonic VERTEX GX-1200,$239.99 ,SeaSonic,ATX,2,3,0,1,18,160,0,0,0,3,1200,80+ Gold,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/3s6p99/seasonic-vertex-gx-1200-1200-w-80-gold-certified-fully-modular-atx-power-supply-vertex-gx-1200
Rosewill VMG,$89.99 ,Rosewill,ATX,2,3,0,1,8,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/MM62FT/rosewill-vmg-850-w-80-gold-certified-fully-modular-atx-power-supply-vmg850
Corsair HX1500i (2023),$444.99 ,Corsair,ATX,2,7,0,1,8,180,0,0,0,8,1500,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/fFbRsY/corsair-hx1500i-2023-1500-w-80-platinum-certified-fully-modular-atx-power-supply-cp-9020261-na
MSI MAG A750GL PCIE5 II,$115.00 ,MSI,ATX,2,3,0,1,8,140,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/qcbypg/msi-mag-a750gl-pcie5-ii-750-w-80-gold-certified-fully-modular-atx-power-supply-mag-a750gl-pcie5-ii
GameMax Rampage,N/A,GameMax,ATX,1,2,0,0,6,160,0,0,0,2,500,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/32ZWGX/gamemax-rampage-500-w-80-bronze-certified-atx-power-supply-gmxrpg500
Cooler Master V SFX Gold ATX 3.1,N/A,Cooler Master,SFX,2,4,0,1,8,100,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/FrMXsY/cooler-master-v-sfx-gold-atx-31-850-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-8501-sfhagv-3eus
be quiet! Straight Power 12,$254.99 ,be quiet!,ATX,2,4,0,2,9,180,0,0,0,2,1500,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/GjWJ7P/be-quiet-straight-power-12-1500-w-80-platinum-certified-fully-modular-atx-power-supply-bn340
Corsair AX1600i,N/A,Corsair,ATX,2,10,0,0,16,200,0,0,0,9,1600,80+ Titanium,Full,N/A,FALSE,https://pcpartpicker.com/product/cJbwrH/corsair-ax1600i-1600-w-80-titanium-certified-fully-modular-atx-power-supply-cp-9020087-na
Corsair RM1000e (2023),N/A,Corsair,ATX,2,6,0,1,7,140,0,0,0,4,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/fxGhP6/corsair-rm1000e-2023-1000-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020264-na
NZXT C850 (2024),$129.99 ,NZXT,ATX,2,3,0,1,12,160,0,0,0,4,850,80 + Gold,Full,White,FALSE,https://pcpartpicker.com/product/2KjRsY/nzxt-c850-2024-850-w-80-gold-certified-fully-modular-atx-power-supply-pa-8g2bw-us
Corsair RM1000x SHIFT,$234.99 ,Corsair,ATX,2,7,0,1,16,180,0,0,0,8,1000,80+ Gold,Full / Side,Black,FALSE,https://pcpartpicker.com/product/NrxxFT/corsair-rm1000x-shift-1000-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020253-na
Corsair RM750 (2019),N/A,Corsair,ATX,2,6,0,0,10,160,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/6Y66Mp/corsair-rm750-2019-750-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020195-na
ASRock Steel Legend SL-1000G,$109.99 ,ASRock,ATX,2,3,0,1,9,150,0,0,0,3,1000,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/4jjRsY/asrock-steel-legend-sl-1000g-1000-w-80-gold-certified-fully-modular-atx-power-supply-sl-1000g
MSI MAG A1250GL PCIE5,$179.99 ,MSI,ATX,2,4,0,1,12,150,0,0,0,4,1250,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/qxdG3C/msi-mag-a1250gl-pcie5-1250-w-80-gold-certified-fully-modular-atx-power-supply-mag-a1250gl-pcie5
Silverstone FX600 Platinum,$193.45+,Silverstone,Flex ATX,2,2,0,0,4,150,0,0,0,3,600,N/A,No,Black,FALSE,https://pcpartpicker.com/product/HH6p99/silverstone-fx600-platinum-600-w-flex-atx-power-supply-sst-fx600-pt
EVGA SuperNOVA 850 G3,N/A,EVGA,ATX,2,4,0,0,9,150,0,0,0,4,850,80+ Gold,Full,N/A,FALSE,https://pcpartpicker.com/product/PvDzK8/evga-supernova-850-g3-850-w-80-gold-certified-fully-modular-atx-power-supply-220-g3-0850
ASRock Challenger CL-750G,$69.99 ,ASRock,ATX,1,2,0,1,4,140,0,0,0,2,750,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/mBgrxr/asrock-challenger-cl-750g-750-w-80-gold-certified-atx-power-supply-cl-750g
Rosewill VSB,$59.99 ,Rosewill,ATX,2,2,0,1,6,140,0,0,0,3,750,80+ Bronze,Semi,Black,FALSE,https://pcpartpicker.com/product/ZXFCmG/rosewill-vsb-750-w-80-bronze-certified-semi-modular-atx-power-supply-vsb750
ADATA XPG Core Reactor II,$99.99 ,ADATA,ATX,2,6,0,1,8,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/Bjhv6h/adata-xpg-core-reactor-ii-850-w-80-gold-certified-fully-modular-atx-power-supply-corereactorii850g-bkcus
Asus ROG LOKI,$220.95+,Asus,SFX,2,3,0,1,6,125,0,0,0,4,850,80+ Platinum,Full,White / Silver,FALSE,https://pcpartpicker.com/product/3w92FT/asus-rog-loki-850-w-80-platinum-certified-fully-modular-sfx-power-supply-rog-loki-850p-white-sfx-l-gaming
Cooler Master MWE Gold V3,N/A,Cooler Master,ATX,2,4,0,1,6,140,0,0,0,3,750,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/x8y8TW/cooler-master-mwe-gold-v3-750-w-80-gold-certified-atx-power-supply-mpe-7506-acag-bus
Corsair CX650M (2025),$79.98 ,Corsair,ATX,2,4,0,1,8,140,0,0,0,1,650,N/A,Semi,Black,FALSE,https://pcpartpicker.com/product/3GwD4D/corsair-cx650m-2025-650-w-semi-modular-atx-power-supply-cp-9020310-na
Rosewill CMG850,$79.98+,Rosewill,ATX,2,4,0,0,9,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/ZWhFf7/rosewill-cmg850-850-w-80-gold-certified-fully-modular-atx-power-supply-cmg850
Deepcool PL750D,N/A,Deepcool,ATX,2,3,0,1,8,140,0,0,0,2,750,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/xvtLrH/deepcool-pl750d-750-w-80-bronze-certified-atx-power-supply-r-pl750d-fc0b-us
Corsair RM850x SHIFT,$149.99 ,Corsair,ATX,2,4,0,1,12,160,0,0,0,8,850,80+ Gold,Full / Side,White,FALSE,https://pcpartpicker.com/product/xfLdnQ/corsair-rm850x-shift-850-w-80-gold-certified-fully-modular-side-interface-atx-power-supply-cp-9020274-na
Gigabyte AORUS ELITE P850,$149.99 ,Gigabyte,ATX,2,6,0,1,8,140,0,0,0,4,850,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/LzDQzy/gigabyte-aorus-elite-p850-850-w-80-platinum-certified-fully-modular-atx-power-supply-gp-ae850pm-pg5
SeaSonic Focus GX V4 ATX 3 (2024),$116.99 ,SeaSonic,ATX,2,2,0,1,8,140,0,0,0,3,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/zQ88TW/seasonic-focus-gx-atx-30-v4-2024-750-w-80-gold-certified-fully-modular-atx-power-supply-focus-gx-750-v4
Thermaltake Toughpower GT,$257.49+,Thermaltake,ATX,2,4,0,1,6,140,0,0,0,4,850,80+ Gold,Full,Beige,FALSE,https://pcpartpicker.com/product/jXCZxr/thermaltake-toughpower-gt-850-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0850fnfage-3
be quiet! SFX Power 3 450,$124.64+,be quiet!,SFX,1,2,0,0,3,100,0,0,0,2,450,80+ Bronze,No,Black,FALSE,https://pcpartpicker.com/product/jVC48d/be-quiet-sfx-power-3-450-w-80-bronze-certified-sfx-power-supply-bn321
ASRock Taichi TC-1650T,$429.99 ,ASRock,ATX,2,8,0,2,9,180,0,0,0,3,1650,80+ Titanium,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/vYP8TW/asrock-taichi-tc-1650t-1650-w-80-titanium-certified-fully-modular-atx-power-supply-tc-1650t
Cooler Master V750 SFX GOLD,$139.99 ,Cooler Master,SFX,2,4,0,0,8,100,0,0,0,4,750,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/vr9tt6/cooler-master-v-sfx-gold-750-w-80-gold-certified-fully-modular-sfx-power-supply-mpy-7501-sfhagv-us
Cooler Master V1300 Platinum,$391.90+,Cooler Master,ATX,2,12,0,0,16,201,0,0,0,8,1300,80+ Platinum,Full,Black,FALSE,https://pcpartpicker.com/product/4GyV3C/cooler-master-v1300-platinum-1300-w-80-platinum-certified-fully-modular-atx-power-supply-mpz-d001-afbapv-us
Asus TUF Gaming 1200G,$204.99 ,Asus,ATX,2,0,0,2,5,150,0,0,4,4,1200,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/skrqqs/asus-tuf-gaming-1200g-1200-w-80-gold-certified-fully-modular-atx-power-supply-tuf-gaming-1200g
MSI MAG A850GL PCIE5 II,$129.95 ,MSI,ATX,2,4,0,1,8,140,0,0,0,4,850,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/KY9nTW/msi-mag-a850gl-pcie5-ii-850-w-80-gold-certified-fully-modular-atx-power-supply-mag-a850gl-pcie5-ii
be quiet! SFX L Power,$131.04 ,be quiet!,SFX,1,4,0,0,6,130,0,0,0,3,600,80+ Gold,Full,Black,FALSE,https://pcpartpicker.com/product/JrHRsY/be-quiet-sfx-l-power-600-w-80-gold-certified-fully-modular-sfx-power-supply-bn215
SeaSonic VERTEX PX-1200,$319.99 ,SeaSonic,ATX,2,3,0,1,18,160,0,0,0,3,1200,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/VLWzK8/seasonic-vertex-px-1200-1200-w-80-platinum-certified-fully-modular-atx-power-supply-vertex-px-1200
be quiet! Dark Power 13,$199.90 ,be quiet!,ATX,2,4,0,1,12,175,0,0,0,3,850,80+ Titanium,Full,Black,FALSE,https://pcpartpicker.com/product/42FmP6/be-quiet-dark-power-13-850-w-80-titanium-certified-fully-modular-atx-power-supply-bn660
ADATA XPG CYBERCORE,$89.99 ,ADATA,ATX,2,6,0,0,12,160,0,0,0,4,1000,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/rtD7YJ/adata-xpg-cybercore-1000-w-80-platinum-certified-fully-modular-atx-power-supply-cybercore1000-bkcus
SeaSonic PRIME TX-1300 ATX 3.1,$479.99 ,SeaSonic,ATX,3,6,0,1,18,210,0,0,0,3,1300,80+ Titanium,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/WrcgXL/seasonic-prime-tx-1300-atx-31-1300-w-80-titanium-certified-fully-modular-atx-power-supply-atx3-prime-tx-1300
Thermaltake Toughpower GT,N/A,Thermaltake,ATX,2,4,0,1,6,140,0,0,0,4,750,80+ Gold,Full,Beige,FALSE,https://pcpartpicker.com/product/6hn9TW/thermaltake-toughpower-gt-750-w-80-gold-certified-fully-modular-atx-power-supply-ps-tpt-0750fnfage-3
Corsair RM650x (2018),N/A,Corsair,ATX,1,4,0,0,9,160,0,0,0,4,650,80+ Gold,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/2HbwrH/corsair-rm650x-2018-650-w-80-gold-certified-fully-modular-atx-power-supply-cp-9020178-na
Asus ROG LOKI,$209.99 ,Asus,SFX,2,3,0,1,6,125,0,0,0,4,750,80+ Platinum,Full,Black / Silver,FALSE,https://pcpartpicker.com/product/QPM48d/asus-rog-loki-750-w-80-platinum-certified-fully-modular-sfx-power-supply-90ye00n4-b0na00
Apevia Prestige,$66.98 ,Apevia,ATX,1,2,0,0,7,160,0,0,0,4,800,80+ Gold,No,Black,FALSE,https://pcpartpicker.com/product/GsNgXL/apevia-prestige-800-w-80-gold-certified-atx-power-supply-atx-rp800w
